Binomial,Area,FID_2,TID,Group,Value,area2
Sphenomorphus rufus,1910.186352,"8782",R08375,lizard,"1",1910.186
Sphenomorphus sabanus,48662.701246,"8783",R08376,lizard,"1",48662.702
Sphenomorphus sananus,575.815001,"8784",R08377,lizard,"1",575.815
Sphenomorphus sanctus,4174.616102,"8785",R08378,lizard,"1",4174.616
Sphenomorphus sarasinorum,19.992561,"8786",R08379,lizard,"1",19.993
Sphenomorphus schlegeli,333.763653,"8787",R08380,lizard,"1",333.764
Sphenomorphus schultzei,102108.545308,"8788",R08381,lizard,"1",102107.234
Sphenomorphus scotophilus,17429.554135,"8789",R08382,lizard,"1",17429.558
Sphenomorphus scutatus,347.602772,"8790",R08383,lizard,"1",347.603
Sphenomorphus senja,9.996281,"8791",R08384,lizard,"1",9.996
Sphenomorphus sheai,9.996281,"8792",R08385,lizard,"1",9.996
Sphenomorphus shelfordi,9.996281,"8793",R08386,lizard,"1",9.996
Sphenomorphus sibuensis,2.406399,"8794",R08387,lizard,"1",2.406
Sphenomorphus simus,692623.999644,"8795",R08388,lizard,"1",692623.852
Sphenomorphus solomonis,223162.953781,"8796",R08389,lizard,"1",223166.843
Sphenomorphus stellatus,23434.364709,"8797",R08390,lizard,"1",23434.530
Sphenomorphus striatopunctatum,9.996281,"8798",R08391,lizard,"1",9.996
Sphenomorphus striolatus,31458.150830,"8799",R08392,lizard,"1",31551.394
Sphenomorphus taiwanensis,25223.971502,"8800",R08393,lizard,"1",25223.650
Sphenomorphus tanahtinggi,19.984417,"8801",R08394,lizard,"1",19.984
Sphenomorphus tanneri,20037.611947,"8802",R08395,lizard,"1",20037.617
Sphenomorphus taylori,4155.858413,"8803",R08396,lizard,"1",4155.878
Sphenomorphus temengorensis,9.996281,"8804",R08397,lizard,"1",9.996
Sphenomorphus temmincki,19709.536786,"8805",R08398,lizard,"1",19709.527
Sphenomorphus tenuiculus,9.996281,"8806",R08399,lizard,"1",9.996
Sphenomorphus tersus,56152.629348,"8807",R08400,lizard,"1",56154.951
Sphenomorphus tetradactylus,9.996281,"8808",R08401,lizard,"1",9.996
Sphenomorphus textum,9.996281,"8809",R08402,lizard,"1",9.996
Sphenomorphus tonkinensis,514.541014,"8810",R08403,lizard,"1",514.567
Sphenomorphus transversus,167.160022,"8811",R08404,lizard,"1",167.160
Sphenomorphus tridigitus,28556.052496,"8812",R08405,lizard,"1",28562.754
Sphenomorphus tritaeniatus,41551.468379,"8813",R08406,lizard,"1",41552.769
Sphenomorphus tropidonotus,104381.026367,"8814",R08407,lizard,"1",104381.086
Sphenomorphus undulatus,48139.738506,"8815",R08408,lizard,"1",48135.219
Sphenomorphus vanheurni,19.992561,"8816",R08409,lizard,"1",19.993
Sphenomorphus variegatus,141364.377776,"8817",R08410,lizard,"1",141364.634
Sphenomorphus wolfi,16287.843251,"8818",R08411,lizard,"1",16287.972
Sphenomorphus wollastoni,923.959583,"8819",R08412,lizard,"1",923.960
Sphenomorphus woodfordi,9530.929863,"8820",R08413,lizard,"1",9530.933
Sphenomorphus zimmeri,9.996281,"8821",R08414,lizard,"1",9.996
Spilotes pullatus,13442648.495597,"8822",R01793,snake,"1",13442679.586
Spilotes sulphureus,8047953.953025,"8823",R01794,snake,"1",8047982.566
Spondylurus anegadae,8.106210,"8824",R08415,lizard,"1",8.106
Spondylurus caicosae,513.484397,"8825",R08416,lizard,"1",513.485
Spondylurus culebrae,30.252553,"8826",R08417,lizard,"1",30.253
Spondylurus fulgidus,1483.150071,"8827",R08418,lizard,"1",1483.149
Spondylurus haitiae,9.996281,"8828",R08419,lizard,"1",9.996
Spondylurus lineolatus,19668.508778,"8829",R08420,lizard,"1",19609.458
Spondylurus macleani,10.964469,"8830",R08421,lizard,"1",10.964
Spondylurus magnacruzae,219.154614,"8831",R08422,lizard,"1",219.155
Spondylurus martinae,7.080125,"8832",R08423,lizard,"1",7.080
Spondylurus monae,58.342564,"8833",R08424,lizard,"1",58.342
Spondylurus monitae,9.996281,"8834",R08425,lizard,"1",9.996
Spondylurus nitidus,760.951797,"8835",R08426,lizard,"1",760.982
Spondylurus powelli,213.623880,"8836",R08427,lizard,"1",213.624
Spondylurus semitaeniatus,181.359420,"8837",R08428,lizard,"1",181.360
Spondylurus sloanii,9606.772994,"8838",R08429,lizard,"1",9606.774
Spondylurus spilonotus,138.537950,"8839",R08430,lizard,"1",138.538
Spondylurus turksae,31.990818,"8840",R08431,lizard,"1",31.991
Staurotypus salvinii,75943.204412,"8841",R10123,turtle,"1",75982.873
Staurotypus triporcatus,246752.037802,"8842",R10124,turtle,"1",246738.629
Stegonotus batjanensis,16.859482,"8843",R01795,snake,"1",16.859
Stegonotus borneensis,732627.237792,"8844",R01796,snake,"1",732627.268
Stegonotus cucullatus,883095.196253,"8845",R01797,snake,"1",883113.207
Stegonotus diehli,187557.370207,"8846",R01798,snake,"1",187554.446
Stegonotus florensis,13936.559911,"8847",R01799,snake,"1",13936.561
Stegonotus guentheri,2953.109667,"8848",R01800,snake,"1",2953.102
Stegonotus heterurus,19021.762744,"8849",R01801,snake,"1",19021.759
Stegonotus modestus,420094.014056,"8850",R01802,snake,"1",420097.486
Stegonotus muelleri,98038.198432,"8851",R01803,snake,"1",98038.293
Stegonotus parvus,195829.814517,"8852",R01804,snake,"1",195829.888
Stenocercus aculeatus,67647.871255,"8854",R09026,lizard,"1",67808.446
Stenocercus amydrorhytus,372.526094,"8855",R09027,lizard,"1",372.526
Stenocercus angel,3392.643429,"8856",R09028,lizard,"1",3392.644
Stenocercus angulifer,10389.280256,"8857",R09029,lizard,"1",10389.280
Stenocercus apurimacus,7598.159027,"8858",R09030,lizard,"1",7598.159
Stenocercus arndti,1141.931530,"8859",R09031,lizard,"1",1141.970
Stenocercus azureus,468357.642919,"8860",R09032,lizard,"1",468297.637
Stenocercus boettgeri,48429.152083,"8861",R09033,lizard,"1",48430.266
Stenocercus bolivarensis,4493.650726,"8862",R09034,lizard,"1",4493.645
Stenocercus cadlei,9.996281,"8863",R09035,lizard,"1",9.996
Stenocercus caducus,899194.017570,"8864",R09036,lizard,"1",899197.242
Stenocercus carrioni,769.583705,"8865",R09037,lizard,"1",769.585
Stenocercus chinchaoensis,19.992561,"8866",R09038,lizard,"1",19.993
Stenocercus chlorostictus,19.992561,"8867",R09039,lizard,"1",19.993
Stenocercus chota,1223.042772,"8868",R09040,lizard,"1",1223.043
Stenocercus chrysopygus,8317.853027,"8869",R09041,lizard,"1",8317.423
Stenocercus crassicaudatus,14924.706537,"8870",R09042,lizard,"1",14925.715
Stenocercus cupreus,3386.635025,"8871",R09043,lizard,"1",3385.592
Stenocercus doellojuradoi,227893.940317,"8872",R09044,lizard,"1",227893.950
Stenocercus dumerilii,269227.968427,"8873",R09045,lizard,"1",269227.970
Stenocercus empetrus,4826.316395,"8874",R09046,lizard,"1",4826.316
Stenocercus erythrogaster,88958.336642,"8875",R09047,lizard,"1",88958.336
Stenocercus eunetopsis,9.996281,"8876",R09048,lizard,"1",9.996
Stenocercus festae,16485.656692,"8877",R09049,lizard,"1",16485.657
Stenocercus fimbriatus,307502.071573,"8878",R09050,lizard,"1",307510.123
Stenocercus formosus,1671.263425,"8879",R09051,lizard,"1",1671.416
Stenocercus frittsi,50934.954376,"8880",R09052,lizard,"1",50934.938
Stenocercus guentheri,30267.181096,"8881",R09053,lizard,"1",30267.188
Stenocercus haenschi,48.369971,"8882",R09054,lizard,"1",48.370
Stenocercus huancabambae,4918.681678,"8883",R09055,lizard,"1",4918.682
Stenocercus humeralis,1297.380776,"8884",R09056,lizard,"1",1297.381
Stenocercus imitator,9913.409615,"8885",R09057,lizard,"1",9913.399
Stenocercus iridescens,76458.813682,"8886",R09058,lizard,"1",76458.814
Stenocercus ivitus,9.996281,"8887",R09059,lizard,"1",9.996
Stenocercus johaberfellneri,358.402015,"8888",R09060,lizard,"1",358.402
Stenocercus lache,4916.759348,"8889",R09061,lizard,"1",4916.764
Stenocercus latebrosus,4857.437883,"8890",R09062,lizard,"1",4857.438
Stenocercus limitaris,5439.869225,"8891",R09063,lizard,"1",5439.869
Stenocercus marmoratus,120018.491540,"8892",R09064,lizard,"1",120019.011
Stenocercus melanopygus,6063.692725,"8893",R09065,lizard,"1",6063.693
Stenocercus modestus,1729.826316,"8894",R09066,lizard,"1",1729.829
Stenocercus nigromaculatus,947.048298,"8895",R09067,lizard,"1",947.048
Stenocercus nubicola,9.996281,"8896",R09068,lizard,"1",9.996
Stenocercus ochoai,3223.450862,"8897",R09069,lizard,"1",3223.451
Stenocercus orientalis,1668.163950,"8898",R09070,lizard,"1",1668.079
Stenocercus ornatissimus,2448.770420,"8899",R09071,lizard,"1",2448.786
Stenocercus ornatus,4472.962322,"8900",R09072,lizard,"1",4472.962
Stenocercus pectinatus,548890.787210,"8901",R09073,lizard,"1",548817.764
Stenocercus percultus,1343.829448,"8902",R09074,lizard,"1",1343.829
Stenocercus praeornatus,66.068640,"8903",R09075,lizard,"1",66.069
Stenocercus prionotus,294451.213447,"8904",R09076,lizard,"1",294448.393
Stenocercus puyango,5789.318037,"8905",R09077,lizard,"1",5789.318
Stenocercus quinarius,88633.609386,"8906",R09078,lizard,"1",88634.013
Stenocercus rhodomelas,1936.199984,"8907",R09079,lizard,"1",1936.200
Stenocercus roseiventris,1143766.907605,"8908",R09080,lizard,"1",1143765.352
Stenocercus santander,11530.843698,"8909",R09081,lizard,"1",11530.766
Stenocercus scapularis,48584.345973,"8910",R09082,lizard,"1",48584.338
Stenocercus simonsii,1420.237515,"8911",R09083,lizard,"1",1420.231
Stenocercus sinesaccus,461916.228034,"8912",R09084,lizard,"1",461916.237
Stenocercus squarrosus,125664.094609,"8913",R09085,lizard,"1",125664.095
Stenocercus stigmosus,19.992561,"8914",R09086,lizard,"1",19.993
Stenocercus torquatus,36230.664636,"8915",R09087,lizard,"1",36231.479
Stenocercus trachycephalus,32878.863389,"8916",R09088,lizard,"1",32878.933
Stenocercus tricristatus,9.996281,"8917",R09089,lizard,"1",9.996
Stenocercus variabilis,1236.199839,"8918",R09090,lizard,"1",1236.200
Stenocercus varius,3005.464343,"8919",R09091,lizard,"1",3005.464
Stenodactylus affinis,54566.448307,"8920",R04776,lizard,"1",54567.739
Stenodactylus arabicus,775254.788077,"8921",R04777,lizard,"1",775241.732
Stenodactylus doriae,2988143.235556,"8922",R04778,lizard,"1",2988158.820
Stenodactylus grandiceps,472655.237634,"8923",R04779,lizard,"1",472619.693
Stenodactylus leptocosymbotes,252415.150125,"8924",R04780,lizard,"1",252445.284
Stenodactylus mauritanicus,182072.620811,"8925",R04781,lizard,"1",182032.600
Stenodactylus petrii,7984689.526947,"8926",R04782,lizard,"1",7984539.724
Stenodactylus pulcher,17438.631628,"8927",R04783,lizard,"1",17502.135
Stenodactylus sharqiyahensis,15.985873,"8928",R04784,lizard,"1",15.986
Stenodactylus stenurus,21075.320049,"8930",R04786,lizard,"1",21074.974
Stenodactylus sthenodactylus,7839590.598009,"8931",R04787,lizard,"1",7839414.692
Stenodactylus yemenensis,50365.907113,"8932",R04788,lizard,"1",50370.145
Stenolepis ridleyi,125654.496257,"8933",R05122,lizard,"1",125654.497
Stenorrhina degenhardtii,614500.931126,"8934",R01805,snake,"1",614505.254
Stenorrhina freminvillei,353823.476286,"8935",R01806,snake,"1",353835.555
Sternotherus carinatus,693763.301890,"8936",R10125,turtle,"1",693795.620
Sternotherus depressus,17835.132171,"8937",R10126,turtle,"1",17834.634
Sternotherus minor,459237.252753,"8938",R10127,turtle,"1",459241.057
Sternotherus odoratus,3423488.106180,"8939",R10128,turtle,"1",3423777.640
Stichophanes ningshaanensis,592.883721,"8940",R01807,snake,"1",592.884
Stigmochelys pardalis,8018166.083761,"8941",R10210,turtle,"1",8018875.777
Stoliczkia borneensis,329860.362819,"8942",R09891,snake,"1",329860.379
Stoliczkia khasiensis,9.996281,"8943",R09892,snake,"1",9.996
Storeria dekayi,3601400.072250,"8944",R06502,snake,"1",3601392.819
Storeria hidalgoensis,19027.699718,"8945",R06503,snake,"1",19026.730
Storeria occipitomaculata,1103557.623349,"8946",R06504,snake,"1",1103557.626
Storeria storerioides,92024.225236,"8947",R06505,snake,"1",92025.040
Strobilurus torquatus,201803.809327,"8948",R09092,lizard,"1",201803.819
Strophurus assimilis,284063.324546,"8949",R02550,lizard,"1",284064.538
Strophurus ciliaris,4142052.273266,"8950",R02551,lizard,"1",4142126.693
Strophurus elderi,3251390.729654,"8951",R02552,lizard,"1",3251391.265
Strophurus horneri,6842.326102,"8952",R02553,lizard,"1",6870.010
Strophurus intermedius,1226158.170585,"8953",R02554,lizard,"1",1226154.351
Strophurus jeanae,1340967.678879,"8954",R02555,lizard,"1",1340973.461
Strophurus krisalys,434005.402708,"8955",R02556,lizard,"1",434059.914
Strophurus mcmillani,66007.103413,"8956",R02557,lizard,"1",66007.535
Strophurus michaelseni,88233.879124,"8957",R02558,lizard,"1",88231.528
Strophurus rankini,13657.878114,"8958",R02559,lizard,"1",13658.032
Strophurus robinsoni,6581.296266,"8959",R02560,lizard,"1",6581.274
Strophurus spinigerus,326044.503819,"8960",R02561,lizard,"1",326040.807
Strophurus strophurus,1024280.695557,"8961",R02562,lizard,"1",1024279.936
Strophurus taeniatus,653081.793981,"8962",R02563,lizard,"1",653086.765
Strophurus taenicauda,716234.040653,"8963",R02564,lizard,"1",716258.681
Strophurus wellingtonae,416196.731977,"8964",R02565,lizard,"1",416196.766
Strophurus williamsi,1097021.917872,"8965",R02566,lizard,"1",1097031.575
Strophurus wilsoni,16854.930498,"8966",R02567,lizard,"1",16854.959
Subsessor bocourti,43021.009880,"8967",R05183,snake,"1",43021.010
Sumatranus albomaculata,6.669451,"8968",R05184,snake,"1",6.669
Suta fasciata,1270025.350483,"8969",R03707,snake,"1",1270322.033
Suta ordensis,54650.724689,"8970",R03708,snake,"1",54653.142
Suta punctata,2765371.253158,"8971",R03709,snake,"1",2765723.123
Suta suta,4429789.474494,"8972",R03710,snake,"1",4429952.782
Symphimus leucostomus,21312.315199,"8973",R01808,snake,"1",21313.346
Symphimus mayae,119800.078555,"8974",R01809,snake,"1",119797.850
Sympholis lippiens,12389.349625,"8975",R01810,snake,"1",13031.654
Synophis bicolor,14358.581460,"8976",R03287,snake,"1",14358.582
Synophis calamitus,9.996281,"8977",R03288,snake,"1",9.996
Synophis lasallei,87463.315280,"8978",R03289,snake,"1",87466.141
Synophis plectovertebralis,9.996281,"8979",R03290,snake,"1",9.996
Tachymenis affinis,180326.486689,"8981",R03291,snake,"1",180327.459
Tachymenis attenuata,100938.403192,"8982",R03292,snake,"1",100935.810
Tachymenis chilensis,142248.482499,"8983",R03293,snake,"1",142249.612
Tachymenis elongata,54996.369688,"8984",R03294,snake,"1",54988.382
Tachymenis peruviana,615786.923697,"8985",R03295,snake,"1",615792.515
Tachymenis tarmensis,48214.316571,"8986",R03296,snake,"1",48215.400
Taeniophallus affinis,2598703.701777,"8987",R03297,snake,"1",2598710.362
Taeniophallus bilineatus,346350.597646,"8988",R03298,snake,"1",346350.625
Taeniophallus brevirostris,5519683.856390,"8989",R03299,snake,"1",5519691.642
Taeniophallus nebularis,425.779672,"8990",R03300,snake,"1",425.776
Taeniophallus nicagus,413779.535930,"8991",R03301,snake,"1",413779.539
Taeniophallus occipitalis,11581379.671102,"8992",R03302,snake,"1",11581384.549
Taeniophallus persimilis,168692.111593,"8993",R03303,snake,"1",168692.126
Taeniophallus poecilopogon,501756.185462,"8994",R03304,snake,"1",501771.997
Taeniophallus quadriocellatus,395027.391813,"8995",R03305,snake,"1",395027.388
Takydromus amurensis,1086887.101924,"8996",R05532,lizard,"1",1086915.042
Takydromus dorsalis,528.955574,"8997",R05533,lizard,"1",528.954
Takydromus formosanus,35557.176518,"8998",R05534,lizard,"1",35557.115
Takydromus hani,41877.144096,"8999",R05535,lizard,"1",41877.123
Takydromus haughtonianus,11023.015869,"9000",R05536,lizard,"1",11023.130
Takydromus hsuehshanensis,6692.603325,"9001",R05537,lizard,"1",6692.658
Takydromus intermedius,1043968.578741,"9002",R05538,lizard,"1",1043993.012
Takydromus khasiensis,188561.619603,"9003",R05539,lizard,"1",188572.843
Takydromus kuehnei,935780.217617,"9004",R05540,lizard,"1",935785.664
Takydromus luyeanus,4312.809458,"9005",R05541,lizard,"1",4312.814
Takydromus madaensis,19.992561,"9006",R05542,lizard,"1",19.993
Takydromus sauteri,11518.582721,"9007",R05543,lizard,"1",11518.827
Takydromus septentrionalis,2483103.423401,"9008",R05544,lizard,"1",2483339.332
Takydromus sexlineatus,4479410.898459,"9009",R05545,lizard,"1",4479526.712
Takydromus sikkimensis,10927.488983,"9010",R05546,lizard,"1",10925.334
Takydromus smaragdinus,2664.383304,"9011",R05547,lizard,"1",2664.378
Takydromus stejnegeri,31224.607542,"9012",R05548,lizard,"1",31212.634
Takydromus sylvaticus,15414.793689,"9013",R05549,lizard,"1",15461.680
Takydromus tachydromoides,368569.988024,"9014",R05550,lizard,"1",368570.007
Takydromus toyamai,193.471055,"9015",R05551,lizard,"1",193.471
Takydromus viridipunctatus,5131.924618,"9016",R05552,lizard,"1",5131.918
Takydromus wolteri,1834300.245228,"9017",R05553,lizard,"1",1834601.113
Tantalophis discolor,3469.066682,"9018",R03306,snake,"1",3469.145
Tantilla albiceps,9.996281,"9019",R01811,snake,"1",9.996
Tantilla alticola,22726.413293,"9020",R01812,snake,"1",22726.757
Tantilla andinista,9.996281,"9021",R01813,snake,"1",9.996
Tantilla armillata,139660.671836,"9022",R01814,snake,"1",139663.578
Tantilla atriceps,180380.768987,"9023",R01815,snake,"1",180380.764
Tantilla bairdi,9.996281,"9024",R01816,snake,"1",9.996
Tantilla bocourti,248772.538763,"9025",R01817,snake,"1",248779.862
Tantilla boipiranga,35249.923465,"9026",R01818,snake,"1",35249.924
Tantilla brevicauda,18406.694673,"9027",R01819,snake,"1",18406.717
Tantilla briggsi,268.447698,"9028",R01820,snake,"1",268.447
Tantilla calamarina,95124.584968,"9029",R01821,snake,"1",95130.119
Tantilla capistrata,146925.986941,"9030",R01822,snake,"1",146923.956
Tantilla cascadae,380.936815,"9031",R01823,snake,"1",380.935
Tantilla ceboruca,9.996281,"9032",R01824,snake,"1",9.996
Tantilla coronadoi,582.861522,"9033",R01825,snake,"1",582.862
Tantilla coronata,598426.613018,"9034",R01826,snake,"1",598426.560
Tantilla cucullata,17426.082492,"9035",R01827,snake,"1",17425.873
Tantilla cuniculator,46856.341287,"9036",R01828,snake,"1",46855.628
Tantilla deppei,1403.178799,"9037",R01829,snake,"1",1403.176
Tantilla flavilineata,3440.297056,"9038",R01830,snake,"1",3440.298
Tantilla gracilis,863251.530920,"9039",R01831,snake,"1",863252.139
Tantilla hendersoni,9.996281,"9040",R01832,snake,"1",9.996
Tantilla hobartsmithi,498095.453984,"9041",R01833,snake,"1",498096.097
Tantilla impensa,25696.621815,"9042",R01834,snake,"1",25696.565
Tantilla insulamontana,3683.053910,"9043",R01835,snake,"1",3683.054
Tantilla jani,9250.190338,"9044",R01836,snake,"1",9250.033
Tantilla johnsoni,365.113127,"9045",R01837,snake,"1",365.113
Tantilla lempira,19.992561,"9046",R01838,snake,"1",19.993
Tantilla marcovani,31412.974060,"9047",R01839,snake,"1",31412.974
Tantilla melanocephala,14803473.703460,"9048",R01840,snake,"1",14803484.388
Tantilla miyatai,9.996281,"9049",R01841,snake,"1",9.996
Tantilla moesta,50601.702091,"9050",R01842,snake,"1",50601.148
Tantilla nigra,19.992561,"9051",R01843,snake,"1",19.993
Tantilla nigriceps,1134084.448910,"9052",R01844,snake,"1",1134084.406
Tantilla oaxacae,972.507093,"9053",R01845,snake,"1",972.507
Tantilla olympia,9.996281,"9054",R01846,snake,"1",9.996
Tantilla oolitica,3340.285223,"9055",R01847,snake,"1",3340.280
Tantilla petersi,19.992561,"9056",R01848,snake,"1",19.993
Tantilla planiceps,128319.355144,"9057",R01849,snake,"1",128320.458
Tantilla psittaca,10318.544403,"9058",R01850,snake,"1",10315.470
Tantilla relicta,41707.401792,"9059",R01851,snake,"1",41707.443
Tantilla reticulata,18070.517978,"9060",R01852,snake,"1",18070.436
Tantilla robusta,116.890935,"9061",R01853,snake,"1",116.891
Tantilla rubra,258428.236503,"9062",R01854,snake,"1",258433.219
Tantilla ruficeps,34816.553269,"9063",R01855,snake,"1",34816.576
Tantilla schistosa,246326.093714,"9064",R01856,snake,"1",246325.984
Tantilla semicincta,54736.584839,"9065",R01857,snake,"1",54645.870
Tantilla sertula,473.407024,"9066",R01858,snake,"1",473.407
Tantilla shawi,813.545223,"9067",R01859,snake,"1",813.258
Tantilla slavensi,4219.596038,"9068",R01860,snake,"1",4219.638
Tantilla striata,10.035189,"9069",R01861,snake,"1",10.035
Tantilla supracincta,75619.094398,"9070",R01862,snake,"1",75618.715
Tantilla taeniata,184525.392118,"9071",R01863,snake,"1",184523.875
