Binomial,Area,FID_2,TID,Group,Value,area2
Marisora roatanae,14.826798,"6181",R07931,lizard,"1",14.827
Marisora unimarginata,751691.064367,"6182",R07932,lizard,"1",751684.984
Marmorosphax boulinda,109.939497,"6183",R07933,lizard,"1",109.940
Marmorosphax kaala,358.992246,"6184",R07934,lizard,"1",358.992
Marmorosphax montana,60.545162,"6185",R07935,lizard,"1",60.545
Marmorosphax taom,470.908626,"6186",R07936,lizard,"1",470.908
Marmorosphax tricolor,14518.040621,"6187",R07937,lizard,"1",14518.082
Mastigodryas amarali,7739.037216,"6188",R01550,snake,"1",7737.144
Mastigodryas bifossatus,11141470.786772,"6189",R01551,snake,"1",11141477.428
Mastigodryas boddaerti,11275967.900385,"6190",R01552,snake,"1",11275982.291
Mastigodryas bruesi,623.505393,"6191",R01553,snake,"1",623.506
Mastigodryas cliftoni,4588.846670,"6192",R01554,snake,"1",4588.846
Mastigodryas danieli,25939.414531,"6193",R01555,snake,"1",25939.415
Mastigodryas dorsalis,124317.292939,"6194",R01556,snake,"1",124453.886
Mastigodryas heathii,166532.038082,"6195",R01557,snake,"1",166525.393
Mastigodryas melanolomus,720881.842761,"6196",R01558,snake,"1",720893.910
Mastigodryas moratoi,265449.044570,"6197",R01559,snake,"1",265449.057
Mastigodryas pleei,7069526.992445,"6198",R01560,snake,"1",7069527.895
Mastigodryas pulchriceps,75771.558616,"6199",R01561,snake,"1",75774.137
Mastigodryas reticulatus,14183.473832,"6200",R01562,snake,"1",14183.475
Matoatoa brevipes,16912.126733,"6201",R04581,lizard,"1",16911.594
Matoatoa spannringi,131.369884,"6202",R04582,lizard,"1",131.370
Matobosaurus maltzahni,297717.638338,"6203",R04855,lizard,"1",297717.917
Matobosaurus validus,933720.873296,"6204",R04856,lizard,"1",933639.098
Mauremys annamensis,12680.740369,"6205",R10070,turtle,"1",12680.140
Mauremys japonica,204022.541238,"6207",R10072,turtle,"1",204022.775
Mauremys leprosa,1516419.533528,"6208",R10073,turtle,"1",1516324.341
Mauremys mutica,1227500.244488,"6209",R10074,turtle,"1",1227516.175
Mauremys nigricans,261424.504264,"6210",R10075,turtle,"1",261444.243
Mauremys reevesii,2611278.715432,"6211",R10076,turtle,"1",2611345.252
Mauremys rivulata,708335.389478,"6212",R10077,turtle,"1",708381.666
Mauremys sinensis,542854.564191,"6213",R10078,turtle,"1",542939.596
Mecistops cataphractus,6466073.065733,"6214",R00022,croc,"1",6466281.408
Mediodactylus amictopholis,487.178796,"6215",R04583,lizard,"1",487.179
Mediodactylus brachykolon,19.992561,"6217",R04585,lizard,"1",19.993
Mediodactylus ilamensis,9.996281,"6220",R04588,lizard,"1",9.996
Mediodactylus narynensis,36373.802359,"6222",R04590,lizard,"1",36374.981
Mediodactylus sagittifer,1688.409623,"6224",R04592,lizard,"1",1688.410
Mediodactylus stevenandersoni,19.992561,"6226",R04594,lizard,"1",19.993
Mediodactylus walli,40075.701807,"6227",R04595,lizard,"1",40076.647
Medopheos edracanthus,190758.054077,"6228",R08944,lizard,"1",190754.107
Meizodon coronatus,3662525.763703,"6229",R01563,snake,"1",3662763.309
Meizodon krameri,3895.341711,"6230",R01564,snake,"1",3895.353
Meizodon plumbiceps,360594.991132,"6231",R01565,snake,"1",360601.758
Meizodon regularis,3075393.758950,"6232",R01566,snake,"1",3075563.145
Meizodon semiornatus,3226101.675348,"6233",R01567,snake,"1",3226011.277
Melanochelys tricarinata,495367.574366,"6234",R10079,turtle,"1",495367.741
Melanochelys trijuga,1812749.766073,"6235",R10080,turtle,"1",1812796.334
Melanophidium bilineatum,9.996281,"6236",R09384,snake,"1",9.996
Melanophidium punctatum,7942.678311,"6237",R09385,snake,"1",7942.677
Melanophidium wynaudense,9.996281,"6238",R09386,snake,"1",9.996
Melanoseps ater,93637.319573,"6239",R07938,lizard,"1",93646.523
Melanoseps emmrichi,229.822347,"6240",R07939,lizard,"1",229.823
Melanoseps longicauda,9.996281,"6241",R07940,lizard,"1",9.996
Melanoseps loveridgei,107090.678099,"6242",R07941,lizard,"1",107090.889
Melanoseps occidentalis,1740596.792167,"6243",R07942,lizard,"1",1740619.369
Melanoseps pygmaeus,2409.435058,"6244",R07943,lizard,"1",2409.341
Melanoseps rondoensis,2556.153818,"6245",R07944,lizard,"1",2556.881
Melanoseps uzungwensis,7652.230513,"6246",R07945,lizard,"1",7648.376
Melanosuchus niger,5609138.689383,"6247",R00006,croc,"1",5609352.939
Menetia alanae,10448.718453,"6248",R07946,lizard,"1",10449.235
Menetia amaura,8223.748445,"6249",R07947,lizard,"1",8223.745
Menetia concinna,19436.338877,"6250",R07948,lizard,"1",19436.476
Menetia greyii,6960097.370777,"6251",R07949,lizard,"1",6960099.755
Menetia maini,1756388.889498,"6252",R07950,lizard,"1",1756398.789
Menetia surda,306334.689705,"6253",R07951,lizard,"1",306335.819
Meroles anchietae,127659.353445,"6254",R05429,lizard,"1",127658.937
Meroles ctenodactylus,29449.350339,"6255",R05430,lizard,"1",29449.486
Meroles cuneirostris,107100.040635,"6256",R05431,lizard,"1",107099.505
Meroles knoxii,123540.519292,"6257",R05432,lizard,"1",123527.674
Meroles micropholidotus,32643.992297,"6258",R05433,lizard,"1",32643.689
Meroles reticulatus,96442.292189,"6259",R05434,lizard,"1",96443.488
Meroles squamulosus,3394617.138733,"6260",R05435,lizard,"1",3391773.097
Meroles suborbitalis,651581.358673,"6261",R05436,lizard,"1",651579.068
Mesalina adramitana,669901.686505,"6262",R05437,lizard,"1",670686.562
Mesalina ayunensis,9153.297919,"6263",R05438,lizard,"1",9153.312
Mesalina bahaeldini,16116.837092,"6264",R05439,lizard,"1",16118.112
Mesalina balfouri,3671.996816,"6265",R05440,lizard,"1",3671.996
Mesalina ercolinii,19.992561,"6267",R05442,lizard,"1",19.993
Mesalina guttulata,11286883.044302,"6268",R05443,lizard,"1",11286664.802
Mesalina kuri,131.540679,"6269",R05444,lizard,"1",131.541
Mesalina martini,160200.427081,"6270",R05445,lizard,"1",160155.010
Mesalina olivieri,2654153.550771,"6271",R05446,lizard,"1",2653707.320
Mesalina pasteuri,5182477.201512,"6272",R05447,lizard,"1",5182461.404
Mesalina rubropunctata,5196536.876324,"6273",R05448,lizard,"1",5196487.993
Mesalina simoni,61869.788003,"6274",R05449,lizard,"1",61865.906
Mesaspis antauges,392.605253,"6276",R00727,lizard,"1",392.605
Mesaspis gadovii,6647.654467,"6277",R00728,lizard,"1",6647.684
Mesaspis juarezi,284.915111,"6278",R00729,lizard,"1",284.913
Mesaspis monticola,18639.187116,"6279",R00730,lizard,"1",18639.148
Mesaspis moreletii,139475.531952,"6280",R00731,lizard,"1",139475.092
Mesaspis viridiflava,4670.908176,"6281",R00732,lizard,"1",4670.880
Mesobaena huebneri,8114.459210,"6282",R00638,worm lizard,"1",8114.449
Mesobaena rhachicephala,4155.724187,"6283",R00639,worm lizard,"1",4155.572
Mesoclemmys dahli,13800.692500,"6284",R09948,turtle,"1",13800.800
Mesoclemmys gibba,4097800.353649,"6285",R09949,turtle,"1",4098248.696
Mesoclemmys heliostemma,954599.345274,"6286",R09950,turtle,"1",954617.543
Mesoclemmys hogei,67750.767884,"6287",R09951,turtle,"1",67747.745
Mesoclemmys nasuta,471360.426066,"6288",R09952,turtle,"1",471360.555
Mesoclemmys perplexa,29.988842,"6289",R09953,turtle,"1",29.989
Mesoclemmys raniceps,4098441.893941,"6290",R09954,turtle,"1",4098929.526
Mesoclemmys tuberculata,1027327.620461,"6291",R09955,turtle,"1",1027327.408
Mesoclemmys vanderhaegei,1488677.413104,"6292",R09956,turtle,"1",1488897.550
Mesoclemmys zuliae,11724.338391,"6293",R09957,turtle,"1",11724.507
Mesoscincus altamirani,567.125004,"6294",R07952,lizard,"1",567.125
Mesoscincus managuae,60613.079845,"6295",R07953,lizard,"1",60614.550
Mesoscincus schwartzei,198101.341259,"6296",R07954,lizard,"1",198100.236
Micrablepharus atticolus,1678593.731227,"6297",R05025,lizard,"1",1678593.903
Micrablepharus maximiliani,4014036.100025,"6298",R05026,lizard,"1",4014037.233
Micrelaps bicoloratus,71716.252315,"6299",R05757,snake,"1",71716.919
Micrelaps boettgeri,543913.638857,"6300",R05758,snake,"1",543917.899
Micrelaps muelleri,19087.775403,"6301",R05759,snake,"1",19087.515
Micrelaps tchernovi,1067.198717,"6302",R05760,snake,"1",1067.290
Micrelaps vaillanti,18043.848278,"6303",R05761,snake,"1",18043.848
Microgecko depressus,258456.125541,"6304",R04596,lizard,"1",258424.355
Microgecko persicus,206904.605745,"6307",R04599,lizard,"1",206909.195
Microlophus albemarlensis,4422.119014,"6308",R08998,lizard,"1",4422.119
Microlophus atacamensis,3654.144616,"6309",R08999,lizard,"1",3654.370
Microlophus bivittatus,445.941025,"6310",R09000,lizard,"1",445.941
Microlophus delanonis,65.786028,"6311",R09001,lizard,"1",65.786
Microlophus duncanensis,17.786016,"6312",R09002,lizard,"1",17.786
Microlophus grayii,136.041445,"6313",R09003,lizard,"1",136.041
Microlophus habelii,119.421033,"6314",R09004,lizard,"1",119.421
Microlophus heterolepis,19466.608934,"6315",R09005,lizard,"1",19463.728
Microlophus koepckeorum,86749.295374,"6316",R09006,lizard,"1",86743.135
Microlophus occipitalis,137833.302666,"6317",R09007,lizard,"1",137830.347
Microlophus pacificus,46.579514,"6318",R09008,lizard,"1",46.580
Microlophus peruvianus,234020.819856,"6319",R09009,lizard,"1",234014.558
Microlophus quadrivittatus,12503.673077,"6320",R09010,lizard,"1",12503.994
Microlophus stolzmanni,75595.517030,"6321",R09011,lizard,"1",75596.670
Microlophus tarapacensis,19929.431231,"6322",R09012,lizard,"1",19929.316
Microlophus theresiae,88054.445147,"6323",R09013,lizard,"1",88046.767
Microlophus theresioides,21802.750378,"6324",R09014,lizard,"1",21802.747
Microlophus thoracicus,113246.467278,"6325",R09015,lizard,"1",113233.122
Microlophus tigris,211050.961017,"6326",R09016,lizard,"1",211024.574
Microlophus yanezi,65.779270,"6327",R09017,lizard,"1",65.779
Micropechis ikaheka,528499.899928,"6328",R03550,snake,"1",528524.523
Micropisthodon ochraceus,124002.735551,"6329",R05762,snake,"1",124004.235
Micruroides euryxanthus,324321.405045,"6330",R03551,snake,"1",324320.480
Micrurus albicinctus,1146585.651740,"6331",R03552,snake,"1",1146585.715
Micrurus alleni,110059.172944,"6332",R03553,snake,"1",110059.661
Micrurus altirostris,1195064.512698,"6333",R03554,snake,"1",1195060.360
Micrurus ancoralis,172450.661135,"6334",R03555,snake,"1",172450.688
Micrurus annellatus,1296500.208047,"6335",R03556,snake,"1",1296522.740
Micrurus averyi,321744.897354,"6336",R03557,snake,"1",321745.810
Micrurus baliocoryphus,333669.582445,"6337",R03558,snake,"1",333687.601
Micrurus bernadi,1867.025505,"6338",R03559,snake,"1",1866.379
Micrurus bocourti,105432.646813,"6339",R03560,snake,"1",105435.060
Micrurus bogerti,6482.424759,"6340",R03561,snake,"1",6482.799
Micrurus brasiliensis,892693.673209,"6341",R03562,snake,"1",892692.823
Micrurus browni,68866.926599,"6342",R03563,snake,"1",68866.468
Micrurus camilae,4670.723102,"6343",R03564,snake,"1",4672.808
Micrurus catamayensis,8599.595747,"6344",R03565,snake,"1",8601.694
Micrurus circinalis,42821.630779,"6345",R03566,snake,"1",42820.552
Micrurus clarki,37439.376077,"6346",R03567,snake,"1",37439.451
Micrurus collaris,1999932.787265,"6347",R03568,snake,"1",1999936.351
Micrurus corallinus,2259334.259322,"6348",R03569,snake,"1",2259347.271
Micrurus decoratus,256318.430154,"6349",R03570,snake,"1",256314.903
Micrurus diana,325045.760665,"6350",R03571,snake,"1",325053.283
Micrurus diastema,329992.752548,"6351",R03572,snake,"1",329990.968
Micrurus dissoleucus,626556.436711,"6352",R03573,snake,"1",626547.723
Micrurus distans,135714.824604,"6353",R03574,snake,"1",135717.437
Micrurus dumerilii,429792.135380,"6354",R03575,snake,"1",429790.857
Micrurus elegans,26555.435135,"6355",R03576,snake,"1",26545.711
Micrurus ephippifer,2773.053540,"6356",R03577,snake,"1",2773.108
Micrurus filiformis,4081827.454406,"6357",R03578,snake,"1",4081836.759
Micrurus frontalis,3309460.136936,"6358",R03579,snake,"1",3309458.835
Micrurus fulvius,345827.059708,"6359",R03580,snake,"1",345827.068
Micrurus hemprichii,5670966.844295,"6360",R03581,snake,"1",5670997.605
Micrurus hippocrepis,6315.526395,"6361",R03582,snake,"1",6315.839
Micrurus ibiboboca,1704738.924564,"6362",R03583,snake,"1",1704737.997
Micrurus isozonus,1746541.672777,"6363",R03584,snake,"1",1746540.493
Micrurus langsdorffi,2155673.600668,"6364",R03585,snake,"1",2155703.052
Micrurus laticollaris,91496.712408,"6365",R03586,snake,"1",91494.828
Micrurus latifasciatus,11769.551348,"6366",R03587,snake,"1",11769.865
Micrurus lemniscatus,12780428.086878,"6367",R03588,snake,"1",12780507.807
Micrurus limbatus,1998.213994,"6368",R03589,snake,"1",1998.202
Micrurus margaritiferus,40130.401004,"6369",R03590,snake,"1",40132.114
Micrurus medemi,52547.110830,"6370",R03591,snake,"1",52546.922
Micrurus meridensis,9.996281,"6371",R03592,snake,"1",9.996
Micrurus mertensi,99050.085512,"6372",R03593,snake,"1",99052.093
Micrurus mipartitus,498784.764178,"6373",R03594,snake,"1",498784.444
Micrurus mosquitensis,18174.903306,"6374",R03595,snake,"1",18174.915
Micrurus multifasciatus,98355.823490,"6375",R03596,snake,"1",98353.973
Micrurus multiscutatus,17733.941197,"6376",R03597,snake,"1",17733.951
Micrurus narduccii,1759517.834288,"6377",R03598,snake,"1",1759531.325
Micrurus nattereri,389810.805895,"6378",R03599,snake,"1",389810.810
Micrurus nebularis,234.871805,"6379",R03600,snake,"1",234.871
Micrurus nigrocinctus,329241.462135,"6380",R03601,snake,"1",329242.917
Micrurus obscurus,1921530.903939,"6381",R03602,snake,"1",1921541.480
Micrurus oligoanellatus,9.996281,"6382",R03603,snake,"1",9.996
Micrurus ornatissimus,436268.646572,"6383",R03604,snake,"1",436277.850
Micrurus pacaraimae,31412.934320,"6384",R03605,snake,"1",31412.935
Micrurus pachecogili,87.471328,"6385",R03606,snake,"1",87.474
Micrurus paraensis,3897427.535873,"6386",R03607,snake,"1",3897434.112
Micrurus peruvianus,62272.697329,"6387",R03608,snake,"1",62276.755
Micrurus petersi,9.996281,"6388",R03609,snake,"1",9.996
Micrurus potyguara,5600.131940,"6389",R03610,snake,"1",5607.058
Micrurus proximans,2761.833418,"6390",R03611,snake,"1",2761.817
Micrurus psyches,809149.316831,"6391",R03612,snake,"1",809151.089
Micrurus putumayensis,264562.211143,"6392",R03613,snake,"1",264562.963
Micrurus pyrrhocryptus,2988191.196241,"6393",R03614,snake,"1",2988312.234
Micrurus remotus,1025301.248454,"6394",R03615,snake,"1",1025305.290
Micrurus renjifoi,3.139526,"6395",R03616,snake,"1",3.140
Micrurus ruatanus,9.874244,"6396",R03617,snake,"1",9.874
Micrurus sangilensis,26355.995095,"6397",R03618,snake,"1",26355.958
Micrurus scutiventris,1187177.206641,"6398",R03619,snake,"1",1187218.135
Micrurus serranus,70127.932827,"6399",R03620,snake,"1",70129.192
Micrurus silviae,122037.466185,"6400",R03621,snake,"1",122037.498
Micrurus spixii,4406461.151378,"6401",R03622,snake,"1",4406546.755
Micrurus spurrelli,11333.824056,"6402",R03623,snake,"1",11333.795
Micrurus steindachneri,47904.239022,"6403",R03624,snake,"1",47904.377
Micrurus stewarti,19.992561,"6404",R03625,snake,"1",19.993
Micrurus stuarti,3622.932309,"6405",R03626,snake,"1",3623.249
Micrurus surinamensis,7821738.588581,"6406",R03627,snake,"1",7821803.585
Micrurus tamaulipensis,93.434682,"6407",R03628,snake,"1",93.435
Micrurus tener,616818.161498,"6408",R03629,snake,"1",616812.493
Micrurus tschudii,209541.821432,"6409",R03630,snake,"1",209535.595
Mimophis mahfalensis,449517.234350,"6410",R05763,snake,"1",449517.666
Mintonophis pakistanicus,9062.153999,"6411",R05173,snake,"1",9062.154
Miralia alternans,46600.853560,"6412",R05174,snake,"1",46600.854
Mitophis asbolepis,19.992561,"6413",R05992,snake,"1",19.993
Mitophis calypso,9.996281,"6414",R05993,snake,"1",9.996
Mitophis leptipileptus,9.996281,"6415",R05994,snake,"1",9.996
Mitophis pyrites,1689.400328,"6416",R05995,snake,"1",1689.435
Mixcoatlus barbouri,3977.865558,"6417",R09720,snake,"1",3977.945
Mixcoatlus browni,2996.306253,"6418",R09721,snake,"1",2996.306
Mixcoatlus melanurus,4138.929633,"6419",R09722,snake,"1",4138.989
Mniarogekko chahoua,3073.049101,"6420",R02510,lizard,"1",3073.002
Mniarogekko jalu,791.770597,"6421",R02511,lizard,"1",791.774
Mochlus afer,3210793.365630,"6422",R07955,lizard,"1",3210770.975
Mochlus brevicaudis,367955.947022,"6423",R07956,lizard,"1",367971.493
Mochlus grandisonianum,131617.405928,"6424",R07957,lizard,"1",131622.649
Mochlus guineensis,2972614.108836,"6425",R07958,lizard,"1",2972786.796
Mochlus mabuiiforme,37280.726996,"6426",R07959,lizard,"1",37282.128
Mochlus mocquardi,364557.762347,"6427",R07960,lizard,"1",364570.844
Mochlus paedocarinatum,7214.203138,"6428",R07961,lizard,"1",7214.203
Mochlus productum,189535.984167,"6429",R07962,lizard,"1",189536.973
Mochlus simonettai,25397.166170,"6430",R07963,lizard,"1",25397.477
Mochlus somalicum,94543.497435,"6431",R07964,lizard,"1",94549.380
Mochlus sundevalli,5392281.610650,"6432",R07965,lizard,"1",5392249.922
Mochlus tanae,72185.446431,"6433",R07966,lizard,"1",72152.300
Mochlus vinciguerrae,216135.012348,"6434",R07967,lizard,"1",216162.953
Mokopirirakau cryptozoicus,6079.474407,"6435",R02512,lizard,"1",6084.259
Mokopirirakau granulatus,261772.863699,"6436",R02513,lizard,"1",261773.103
Mokopirirakau kahutarae,6148.982713,"6437",R02514,lizard,"1",6148.999
Mokopirirakau nebulosus,1672.367403,"6438",R02515,lizard,"1",1672.368
Moloch horridus,3552548.504497,"6439",R00348,lizard,"1",3552549.138
Monopeltis adercae,5443.109134,"6440",R00640,worm lizard,"1",5441.718
Monopeltis anchietae,776879.959853,"6441",R00641,worm lizard,"1",776900.114
Monopeltis capensis,578548.255106,"6442",R00642,worm lizard,"1",578444.616
Monopeltis decosteri,107033.619759,"6443",R00643,worm lizard,"1",107044.187
Monopeltis galeata,59488.623264,"6444",R00644,worm lizard,"1",59488.667
Monopeltis guentheri,795234.986831,"6445",R00645,worm lizard,"1",795255.913
Monopeltis infuscata,1091601.644742,"6446",R00646,worm lizard,"1",1091614.295
Monopeltis jugularis,257385.833118,"6447",R00647,worm lizard,"1",257387.412
Monopeltis kabindae,6900.488791,"6448",R00648,worm lizard,"1",6900.574
Monopeltis leonhardi,703140.580170,"6449",R00649,worm lizard,"1",702811.153
Monopeltis luandae,3777.354636,"6450",R00650,worm lizard,"1",3777.335
Monopeltis perplexus,19.992561,"6451",R00651,worm lizard,"1",19.993
Monopeltis remaclei,28372.406780,"6452",R00652,worm lizard,"1",28372.333
Monopeltis rhodesiana,479248.187586,"6453",R00653,worm lizard,"1",479239.251
Monopeltis scalper,62004.809353,"6454",R00654,worm lizard,"1",62005.208
Monopeltis schoutedeni,59532.076155,"6455",R00655,worm lizard,"1",59532.576
Monopeltis sphenorhynchus,1107316.782920,"6456",R00656,worm lizard,"1",1107263.039
Monopeltis vanderysti,356215.734631,"6457",R00657,worm lizard,"1",356216.611
Monopeltis welwitschii,92321.084731,"6458",R00658,worm lizard,"1",92321.734
Monopeltis zambezensis,94486.331036,"6459",R00659,worm lizard,"1",94474.397
Montaspis gilvomaculata,9156.747311,"6460",R05764,snake,"1",9156.547
Montatheris hindii,4780.610672,"6461",R09723,snake,"1",4780.613
Montivipera albizona,1889.617079,"6462",R09724,snake,"1",1889.617
Montivipera bornmuelleri,6012.801871,"6463",R09725,snake,"1",6012.785
Montivipera bulgardaghica,998.395437,"6464",R09726,snake,"1",998.316
Montivipera kuhrangica,9.996281,"6465",R09727,snake,"1",9.996
Montivipera wagneri,2775.025291,"6468",R09730,snake,"1",2774.835
Montivipera xanthina,231333.596033,"6469",R09731,snake,"1",231334.865
Morelia bredli,159421.660155,"6470",R06970,snake,"1",159424.808
Morelia carinata,4664.074538,"6471",R06971,snake,"1",4664.268
Morelia spilota,7581951.880723,"6472",R06972,snake,"1",7582098.869
Morelia viridis,742731.048172,"6473",R06973,snake,"1",742731.966
Morenia ocellata,214858.571487,"6474",R10081,turtle,"1",214871.983
Morenia petersi,387747.395850,"6475",R10082,turtle,"1",387798.868
Morethia adelaidensis,1695841.799506,"6476",R07968,lizard,"1",1695827.727
Morethia boulengeri,6578966.614359,"6477",R07969,lizard,"1",6579012.095
Morethia butleri,983719.439869,"6478",R07970,lizard,"1",983704.410
Morethia lineoocellata,107494.493745,"6479",R07971,lizard,"1",107496.317
Morethia obscura,1245750.677064,"6480",R07972,lizard,"1",1245743.114
Morethia ruficauda,3094790.005190,"6481",R07973,lizard,"1",3094806.658
Morethia storri,275114.519790,"6482",R07974,lizard,"1",275118.415
Morethia taeniopleura,543661.028012,"6483",R07975,lizard,"1",543668.740
Morunasaurus annularis,10460.482255,"6484",R05201,lizard,"1",10460.488
Morunasaurus groi,13685.516792,"6485",R05202,lizard,"1",13685.801
Morunasaurus peruvianus,9837.395203,"6486",R05203,lizard,"1",9837.397
Mussurana bicolor,2707066.634522,"6487",R03112,snake,"1",2707077.979
Mussurana montana,13087.970620,"6488",R03113,snake,"1",13071.042
Mussurana quimi,1755009.633568,"6489",R03114,snake,"1",1755009.542
Myersophis alpestris,96.921305,"6490",R01568,snake,"1",96.921
Myriopholis adleri,86118.602100,"6491",R05996,snake,"1",86119.241
Myriopholis albiventer,484403.459720,"6492",R05997,snake,"1",484403.456
Myriopholis algeriensis,209332.428395,"6493",R05998,snake,"1",209321.798
Myriopholis blanfordi,199253.999453,"6494",R05999,snake,"1",199255.036
Myriopholis boueti,4170180.302802,"6495",R06000,snake,"1",4170238.433
Myriopholis braccianii,54132.948229,"6496",R06001,snake,"1",54134.026
Myriopholis burii,9.996281,"6497",R06002,snake,"1",9.996
Myriopholis cairi,339007.121359,"6498",R06003,snake,"1",339007.774
Myriopholis erythraeus,150456.525168,"6499",R06004,snake,"1",150489.882
Myriopholis filiformis,3622.541989,"6500",R06005,snake,"1",3622.541
Myriopholis ionidesi,5862.351824,"6501",R06006,snake,"1",5862.389
Myriopholis longicauda,1145140.288102,"6502",R06007,snake,"1",1145158.197
Myriopholis macrura,3622.541989,"6504",R06009,snake,"1",3622.541
Myriopholis narirostris,1063159.416449,"6505",R06010,snake,"1",1063160.000
Myriopholis natatrix,1541.965893,"6506",R06011,snake,"1",1541.966
Myriopholis perreti,3052.539862,"6507",R06012,snake,"1",3052.545
Myriopholis rouxestevae,1645.128684,"6508",R06013,snake,"1",1645.152
Myriopholis wilsoni,3622.541989,"6509",R06014,snake,"1",3622.541
Myron karnsi,9.996281,"6510",R05175,snake,"1",9.996
Myron resetari,6.024836,"6511",R05176,snake,"1",6.025
Myron richardsonii,199146.872606,"6512",R05177,snake,"1",199152.209
Myrrophis bennettii,461739.084997,"6513",R05178,snake,"1",461850.993
Myrrophis chinensis,750319.251661,"6514",R05179,snake,"1",750372.533
Myuchelys bellii,69301.543486,"6515",R09958,turtle,"1",69307.695
Myuchelys georgesi,30107.022448,"6516",R09959,turtle,"1",30104.280
Myuchelys latisternum,902875.893681,"6517",R09960,turtle,"1",902986.139
Nactus acutus,157.816111,"6518",R04600,lizard,"1",157.817
Nactus cheverti,37452.733801,"6519",R04601,lizard,"1",37452.799
Nactus coindemirensis,9.996281,"6520",R04602,lizard,"1",9.996
Nactus eboracensis,51404.998183,"6521",R04603,lizard,"1",51405.286
Nactus galgajuga,4268.229004,"6522",R04604,lizard,"1",4268.216
Nactus kunan,1830.685725,"6523",R04605,lizard,"1",1830.686
Nactus multicarinatus,47831.618260,"6524",R04606,lizard,"1",47831.617
Nactus pelagicus,28816.372348,"6525",R04607,lizard,"1",28816.416
Nactus serpensinsula,2.346875,"6526",R04608,lizard,"1",2.347
Nactus soniae,2541.059556,"6527",R04609,lizard,"1",2541.059
Nactus sphaerodactylodes,1920.597356,"6528",R04610,lizard,"1",1920.598
Nactus vankampeni,23079.939269,"6529",R04611,lizard,"1",23081.770
Nadzikambia baylissi,75.839664,"6530",R01005,lizard,"1",75.840
Nadzikambia mlanjensis,82.190339,"6531",R01006,lizard,"1",82.190
Naja anchietae,1534453.157075,"6532",R03631,snake,"1",1534468.335
Naja annulata,2898605.985711,"6533",R03632,snake,"1",2898650.919
Naja annulifera,1127265.621175,"6534",R03633,snake,"1",1127298.921
Naja arabica,497546.078980,"6535",R03634,snake,"1",497597.246
Naja ashei,766636.302056,"6536",R03635,snake,"1",766651.017
Naja atra,1461806.123783,"6537",R03636,snake,"1",1464684.551
Naja christyi,247038.680220,"6538",R03637,snake,"1",247041.376
Naja haje,6839565.863967,"6539",R03639,snake,"1",6840176.897
Naja kaouthia,2739110.381500,"6540",R03640,snake,"1",2740547.526
Naja katiensis,2155960.510670,"6541",R03641,snake,"1",2157409.887
Naja mandalayensis,18587.198486,"6542",R03642,snake,"1",18678.673
Naja melanoleuca,8581207.179492,"6543",R03643,snake,"1",8581854.194
Naja mossambica,2377608.712870,"6544",R03644,snake,"1",2377535.149
Naja multifasciata,1434817.087759,"6545",R03645,snake,"1",1434838.047
Naja naja,2765911.241158,"6546",R03646,snake,"1",2765927.111
Naja nigricincta,910330.648731,"6547",R03647,snake,"1",910308.413
Naja nigricollis,9466512.310340,"6548",R03648,snake,"1",9467018.024
Naja nivea,1294676.056209,"6549",R03649,snake,"1",1294594.299
Naja nubiae,765867.101531,"6550",R03650,snake,"1",765868.264
Naja pallida,1667401.972779,"6552",R03652,snake,"1",1667403.659
Naja philippinensis,89193.047351,"6553",R03653,snake,"1",89192.959
Naja sagittifera,5990.331966,"6554",R03654,snake,"1",5990.332
Naja samarensis,116886.226921,"6555",R03655,snake,"1",116886.337
Naja senegalensis,564799.940489,"6556",R03656,snake,"1",564801.892
Naja siamensis,861644.192756,"6557",R03657,snake,"1",861716.058
Naja sputatrix,176002.491602,"6558",R03658,snake,"1",176002.495
Naja sumatrana,1406312.809300,"6559",R03659,snake,"1",1406314.103
Namazonurus campbelli,23603.616502,"6560",R01946,lizard,"1",23603.586
Namazonurus lawrenci,5876.984820,"6561",R01947,lizard,"1",5877.000
Namazonurus namaquensis,21713.831488,"6562",R01948,lizard,"1",21713.833
Namazonurus peersi,26238.621973,"6563",R01949,lizard,"1",26239.237
Namazonurus pustulatus,13998.223725,"6564",R01950,lizard,"1",13998.193
Namibiana gracilior,51653.695454,"6565",R06016,snake,"1",51653.965
Namibiana labialis,248823.353698,"6566",R06017,snake,"1",248827.922
Namibiana latifrons,8093.921198,"6567",R06018,snake,"1",8094.302
Namibiana occidentalis,413702.500579,"6568",R06019,snake,"1",413721.040
Namibiana rostrata,23924.202345,"6569",R06020,snake,"1",23922.919
Nangura spinosa,4950.056477,"6570",R07976,lizard,"1",4950.060
Nannoscincus exos,119.193488,"6571",R07977,lizard,"1",119.194
Nannoscincus garrulus,105.786778,"6572",R07978,lizard,"1",105.786
Nannoscincus gracilis,6916.459798,"6573",R07979,lizard,"1",6916.460
Nannoscincus greeri,168.439663,"6574",R07980,lizard,"1",168.440
Nannoscincus hanchisteus,34.718082,"6575",R07981,lizard,"1",34.718
Nannoscincus humectus,108.273643,"6576",R07982,lizard,"1",108.274
Nannoscincus manautei,32.667348,"6577",R07983,lizard,"1",32.667
Nannoscincus mariei,3111.767946,"6578",R07984,lizard,"1",3111.765
Nannoscincus rankini,55.954789,"6579",R07985,lizard,"1",55.955
