Binomial,Area,FID_2,TID,Group,Value,area
Liolaemus cazianiae,1489.700595,5539,R06091,lizard,1,1489700629
Liolaemus ceii,51146.5522,5540,R06092,lizard,1,51146527805
Liolaemus chacabucoense,1156.873031,5541,R06093,lizard,1,1156873019
Liolaemus chacoensis,332882.0005,5542,R06094,lizard,1,3.32879E+11
Liolaemus chaltin,12863.89611,5543,R06095,lizard,1,12863930314
Liolaemus chavin,3630.774362,5544,R06096,lizard,1,3630774411
Liolaemus chehuachekenk,3844.572013,5545,R06097,lizard,1,3844571856
Liolaemus chiliensis,207383.6392,5546,R06098,lizard,1,2.07398E+11
Liolaemus chillanensis,11992.9504,5547,R06099,lizard,1,11955361037
Liolaemus chlorostictus,9938.551535,5548,R06100,lizard,1,9938551095
Liolaemus choique,19.992561,5549,R06101,lizard,1,19992561.35
Liolaemus chungara,19.992561,5550,R06102,lizard,1,19992561.35
Liolaemus cinereus,306.015129,5551,R06103,lizard,1,306015137.8
Liolaemus coeruleus,14964.63266,5552,R06104,lizard,1,14964500635
Liolaemus confusus,307.881467,5553,R06105,lizard,1,307881462.4
Liolaemus constanzae,41514.35618,5554,R06106,lizard,1,41516496738
Liolaemus crandalli,409.699189,5555,R06107,lizard,1,409698457.1
Liolaemus cranwelli,46837.20782,5556,R06108,lizard,1,46838068236
Liolaemus crepuscularis,2648.097866,5557,R06109,lizard,1,2648097625
Liolaemus cristiani,582.051108,5558,R06110,lizard,1,582070774
Liolaemus curicensis,2207.362583,5559,R06111,lizard,1,2207409286
Liolaemus curis,348.199018,5560,R06112,lizard,1,348198981.9
Liolaemus cuyanus,64287.50768,5561,R06113,lizard,1,64287507378
Liolaemus cuyumhue,397.131633,5562,R06114,lizard,1,397129378.8
Liolaemus cyaneinotatus,866.687422,5563,R06115,lizard,1,866699152.3
Liolaemus cyanogaster,164412.9522,5564,R06116,lizard,1,1.64412E+11
Liolaemus darwinii,756805.6933,5565,R06117,lizard,1,7.56759E+11
Liolaemus diaguita,9.996281,5566,R06118,lizard,1,9996280.673
Liolaemus dicktracyi,823.370804,5567,R06119,lizard,1,823365627.3
Liolaemus disjunctus,36590.07741,5568,R06120,lizard,1,36590966340
Liolaemus ditadai,2044.359297,5569,R06121,lizard,1,2044359526
Liolaemus donosobarrosi,44094.88222,5570,R06122,lizard,1,44086524218
Liolaemus dorbignyi,166748.2617,5571,R06123,lizard,1,1.66748E+11
Liolaemus duellmani,68.827809,5572,R06124,lizard,1,68827828.85
Liolaemus dumerili,9.996281,5573,R06125,lizard,1,9996280.673
Liolaemus eleodori,1683.995482,5574,R06126,lizard,1,1683995639
Liolaemus elongatus,255896.5133,5575,R06127,lizard,1,2.55899E+11
Liolaemus erguetae,34464.28804,5576,R06128,lizard,1,34467988758
Liolaemus erroneus,19.992561,5577,R06129,lizard,1,19992561.35
Liolaemus escarchadosi,45938.8939,5578,R06130,lizard,1,45938932999
Liolaemus espinozai,3713.821538,5579,R06131,lizard,1,3713833332
Liolaemus etheridgei,23629.58138,5580,R06132,lizard,1,23630039451
Liolaemus exploratorum,2153.62454,5581,R06133,lizard,1,2153851173
Liolaemus fabiani,3919.173923,5582,R06134,lizard,1,3919174197
Liolaemus famatinae,1967.867058,5583,R06135,lizard,1,1968118405
Liolaemus fittkaui,23506.89886,5584,R06136,lizard,1,23507351467
Liolaemus fitzgeraldi,54863.12606,5585,R06137,lizard,1,54863224442
Liolaemus fitzingerii,261096.8343,5586,R06138,lizard,1,2.61093E+11
Liolaemus flavipiceus,1054.848408,5587,R06139,lizard,1,1055206726
Liolaemus forsteri,47197.82152,5588,R06140,lizard,1,47198159892
Liolaemus foxi,1576.262528,5589,R06141,lizard,1,1576262591
Liolaemus frassinettii,406.046287,5590,R06142,lizard,1,406045169.9
Liolaemus fuscus,118576.3351,5591,R06143,lizard,1,1.18583E+11
Liolaemus gallardoi,30668.08998,5592,R06144,lizard,1,30667915881
Liolaemus goetschi,109738.7057,5593,R06145,lizard,1,1.09735E+11
Liolaemus gracielae,2902.0081,5594,R06146,lizard,1,2904023963
Liolaemus gracilis,416192.2466,5595,R06147,lizard,1,4.16174E+11
Liolaemus gravenhorstii,51118.57906,5596,R06148,lizard,1,51119316123
Liolaemus griseus,1014.878509,5597,R06149,lizard,1,1014952414
Liolaemus grosseorum,54810.6455,5598,R06150,lizard,1,54809303399
Liolaemus gununakuna,6329.593735,5599,R06151,lizard,1,6329488129
Liolaemus hajeki,8852.155014,5600,R06152,lizard,1,8852154635
Liolaemus halonastes,851.903578,5601,R06153,lizard,1,851931896.2
Liolaemus hatcheri,17634.75838,5602,R06154,lizard,1,17635078011
Liolaemus heliodermis,19.992561,5603,R06155,lizard,1,19992561.36
Liolaemus hellmichi,14155.35758,5604,R06156,lizard,1,14155281948
Liolaemus hermannunezi,641.223223,5605,R06157,lizard,1,641223219.8
Liolaemus huacahuasicus,1176.076773,5606,R06158,lizard,1,1176087327
Liolaemus huayra,611.377471,5607,R06159,lizard,1,611378106.5
Liolaemus inacayali,31463.22828,5608,R06160,lizard,1,31463225481
Liolaemus incaicus,35881.98046,5609,R06161,lizard,1,35882763459
Liolaemus insolitus,49721.04495,5610,R06162,lizard,1,49703499161
Liolaemus inti,1827.450001,5611,R06163,lizard,1,1827450028
Liolaemus irregularis,10972.47992,5612,R06164,lizard,1,10972480691
Liolaemus isabelae,4296.905042,5613,R06165,lizard,1,4296905323
Liolaemus jamesi,44674.37191,5614,R06166,lizard,1,44679456775
Liolaemus josei,34194.99321,5615,R06167,lizard,1,34194917946
Liolaemus juanortizi,84699.80321,5616,R06168,lizard,1,84699841187
Liolaemus kingii,264396.2103,5617,R06169,lizard,1,2.64396E+11
Liolaemus kolengh,1492.557892,5618,R06170,lizard,1,1492557771
Liolaemus koslowskyi,37914.4132,5619,R06171,lizard,1,37914412560
Liolaemus kriegi,84745.06239,5620,R06172,lizard,1,84744972349
Liolaemus kuhlmanni,28542.75646,5621,R06173,lizard,1,28542980761
Liolaemus laurenti,6961.00065,5622,R06174,lizard,1,6961000888
Liolaemus lavillai,6242.09939,5623,R06175,lizard,1,6242098985
Liolaemus lemniscatus,180396.5816,5624,R06176,lizard,1,1.80396E+11
Liolaemus lentus,1639.24955,5625,R06177,lizard,1,1639250778
Liolaemus leopardinus,4860.522933,5626,R06178,lizard,1,4860256560
Liolaemus lineomaculatus,369962.4437,5627,R06179,lizard,1,3.69964E+11
Liolaemus loboi,1372.979636,5628,R06180,lizard,1,1373060160
Liolaemus lopezi,11.083055,5629,R06181,lizard,1,11083055.32
Liolaemus lorenzmuelleri,7703.17517,5630,R06182,lizard,1,7703353573
Liolaemus lutzae,22118.64179,5631,R06183,lizard,1,22118652493
Liolaemus magellanicus,140865.745,5632,R06184,lizard,1,1.40861E+11
Liolaemus maldonadae,8410.959808,5633,R06185,lizard,1,8410968871
Liolaemus manueli,11009.76146,5634,R06186,lizard,1,11009761979
Liolaemus mapuche,27352.93028,5635,R06187,lizard,1,27349246849
Liolaemus martorii,7072.992758,5636,R06188,lizard,1,7072774911
Liolaemus melaniceps,10.391658,5637,R06189,lizard,1,10391658.16
Liolaemus melanogaster,47906.67001,5638,R06190,lizard,1,47907699501
Liolaemus melanops,112560.4896,5639,R06192,lizard,1,1.12561E+11
Liolaemus millcayac,9266.34488,5640,R06193,lizard,1,9266344588
Liolaemus molinai,10912.73258,5641,R06194,lizard,1,10911412394
Liolaemus montanezi,9.996281,5642,R06195,lizard,1,9996280.676
Liolaemus montanus,967.25853,5643,R06196,lizard,1,967140920.5
Liolaemus monticola,110798.8566,5644,R06197,lizard,1,1.10804E+11
Liolaemus moradoensis,888.988211,5645,R06198,lizard,1,888989462
Liolaemus morandae,5392.256473,5646,R06199,lizard,1,5392152167
Liolaemus morenoi,22372.02813,5647,R06200,lizard,1,22373213893
Liolaemus multicolor,35629.0324,5648,R06201,lizard,1,35629030659
Liolaemus multimaculatus,54063.24347,5649,R06202,lizard,1,54044112852
Liolaemus neuquensis,6836.317688,5650,R06203,lizard,1,6836105892
Liolaemus nigriceps,31004.74849,5651,R06204,lizard,1,31004069748
Liolaemus nigrocoeruleus,16.781087,5652,R06205,lizard,1,16781087.43
Liolaemus nigromaculatus,80035.7824,5653,R06206,lizard,1,80035852880
Liolaemus nigroviridis,18068.53623,5654,R06207,lizard,1,18068798520
Liolaemus nitidus,96763.28283,5655,R06208,lizard,1,96766310538
Liolaemus occipitalis,116932.9283,5656,R06209,lizard,1,1.16934E+11
Liolaemus olongasta,44678.95002,5657,R06210,lizard,1,44678670739
Liolaemus orientalis,211727.0906,5658,R06211,lizard,1,2.11722E+11
Liolaemus orko,1147.272689,5659,R06212,lizard,1,1147150143
Liolaemus ornatus,410071.3092,5660,R06213,lizard,1,4.10063E+11
Liolaemus ortizii,35932.68141,5661,R06214,lizard,1,35933472969
Liolaemus pacha,9.996281,5662,R06215,lizard,1,9996280.67
Liolaemus pachacutec,1131.118043,5663,R06216,lizard,1,1131118119
Liolaemus pachecoi,20345.39853,5664,R06217,lizard,1,20348299838
Liolaemus pagaburoi,7335.410204,5665,R06218,lizard,1,7335410359
Liolaemus pantherinus,198564.191,5666,R06219,lizard,1,1.98561E+11
Liolaemus parvus,3791.315683,5667,R06220,lizard,1,3791262645
Liolaemus patriciaiturrae,4759.953224,5668,R06221,lizard,1,4759953327
Liolaemus paulinae,3556.453028,5669,R06222,lizard,1,3556120892
Liolaemus petrophilus,191073.9467,5670,R06223,lizard,1,1.91078E+11
Liolaemus pictus,168769.0386,5671,R06224,lizard,1,1.68767E+11
Liolaemus pipanaco,3331.881113,5672,R06225,lizard,1,3330436835
Liolaemus platei,135912.4897,5673,R06226,lizard,1,1.35913E+11
Liolaemus pleopholis,5002.897345,5674,R06227,lizard,1,5002897063
Liolaemus poconchilensis,12224.43275,5675,R06228,lizard,1,12222975641
Liolaemus poecilochromus,9868.444456,5676,R06229,lizard,1,9868448270
Liolaemus polystictus,35979.81049,5677,R06230,lizard,1,35980580854
Liolaemus porosus,870.918303,5678,R06231,lizard,1,870918308.3
Liolaemus pseudoanomalus,16367.34589,5679,R06232,lizard,1,16367346068
Liolaemus pseudolemniscatus,14549.56942,5680,R06233,lizard,1,14549570753
Liolaemus puelche,312.443729,5681,R06234,lizard,1,312443819.9
Liolaemus pulcherrimus,14.74827,5682,R06235,lizard,1,14748269.99
Liolaemus puna,48101.03935,5683,R06236,lizard,1,48101043432
Liolaemus punmahuida,2011.857701,5684,R06237,lizard,1,2011775184
Liolaemus puritamensis,8503.08891,5685,R06238,lizard,1,8503474160
Liolaemus purul,3549.640975,5686,R06239,lizard,1,3549904680
Liolaemus pyriphlogos,1475.514483,5687,R06240,lizard,1,1475514398
Liolaemus quilmes,11370.175,5688,R06241,lizard,1,11370175025
Liolaemus rabinoi,19.992561,5689,R06242,lizard,1,19992561.35
Liolaemus ramirezae,9091.876355,5690,R06243,lizard,1,9091877558
Liolaemus ramonensis,2003.726208,5691,R06244,lizard,1,2003730797
Liolaemus riodamas,444.427635,5692,R06245,lizard,1,444427620.6
Liolaemus riojanus,12872.10159,5693,R06246,lizard,1,12872101413
Liolaemus robertmertensi,4404.99921,5694,R06247,lizard,1,4405067429
Liolaemus robertoi,2256.500371,5695,R06248,lizard,1,2256500299
Liolaemus robustus,69621.22755,5696,R06249,lizard,1,69619609126
Liolaemus rosenmanni,14893.47562,5697,R06250,lizard,1,14893474272
Liolaemus rothi,126794.8805,5698,R06251,lizard,1,1.26799E+11
Liolaemus ruibali,13964.45337,5699,R06252,lizard,1,13964453637
Liolaemus sagei,16216.81811,5700,R06253,lizard,1,16216385115
Liolaemus salinicola,9889.484349,5701,R06254,lizard,1,9889452827
Liolaemus sanjuanensis,19.992561,5702,R06255,lizard,1,19992561.35
Liolaemus sarmientoi,110075.2305,5703,R06256,lizard,1,1.10073E+11
Liolaemus saxatilis,1730.115037,5704,R06257,lizard,1,1730115037
Liolaemus scapularis,5334.202485,5705,R06258,lizard,1,5334202218
Liolaemus schmidti,69235.59784,5706,R06259,lizard,1,69236861936
Liolaemus schroederi,76419.31219,5707,R06260,lizard,1,76421302920
Liolaemus scolaroi,977.777509,5708,R06261,lizard,1,977777545.5
Liolaemus scorialis,1293.401776,5709,R06262,lizard,1,1293656603
Liolaemus scrocchii,24176.03926,5710,R06263,lizard,1,24176038180
Liolaemus senguer,15028.5913,5711,R06264,lizard,1,15028529852
Liolaemus septentrionalis,384.039138,5712,R06265,lizard,1,384039162.4
Liolaemus shehuen,1293.4047,5713,R06266,lizard,1,1293404933
Liolaemus shitan,2356.275085,5714,R06267,lizard,1,2356275179
Liolaemus signifer,597396.0431,5715,R06268,lizard,1,5.97392E+11
Liolaemus silvai,32.668593,5716,R06269,lizard,1,32668593.05
Liolaemus silvanae,3564.618735,5717,R06270,lizard,1,3564537385
Liolaemus sitesi,593.40935,5718,R06271,lizard,1,593409399.7
Liolaemus smaug,2794.685836,5719,R06272,lizard,1,2794685994
Liolaemus somuncurae,3332.800549,5720,R06273,lizard,1,3332813412
Liolaemus stolzmanni,551197.7084,5721,R06274,lizard,1,5.51199E+11
Liolaemus tacnae,35229.93992,5722,R06275,lizard,1,35228191061
Liolaemus talampaya,19.992561,5723,R06276,lizard,1,19992561.35
Liolaemus tandiliensis,12546.09685,5724,R06277,lizard,1,12546226435
Liolaemus tari,5218.241926,5725,R06278,lizard,1,5218472076
Liolaemus tehuelche,4640.742522,5726,R06279,lizard,1,4639436440
Liolaemus telsen,18088.28213,5727,R06280,lizard,1,18088301917
Liolaemus tenuis,221841.5494,5728,R06281,lizard,1,2.21842E+11
Liolaemus thermarum,348.504576,5729,R06282,lizard,1,348504581.3
Liolaemus thomasi,35881.98046,5730,R06283,lizard,1,35882763459
Liolaemus torresi,1214.3079,5731,R06284,lizard,1,1214307869
Liolaemus tregenzai,17.37983,5732,R06285,lizard,1,17379830.5
Liolaemus tristis,5605.994,5733,R06286,lizard,1,5605822172
Liolaemus tromen,1433.351586,5734,R06287,lizard,1,1433367958
Liolaemus tulkas,9.996281,5735,R06288,lizard,1,9996280.673
Liolaemus ubaghsi,19.992561,5736,R06289,lizard,1,19992561.34
Liolaemus umbrifer,716.619955,5737,R06290,lizard,1,716550636.7
Liolaemus uptoni,2239.761987,5738,R06291,lizard,1,2239888222
Liolaemus uspallatensis,1407.369495,5739,R06292,lizard,1,1407361840
Liolaemus valdesianus,2025.869149,5740,R06293,lizard,1,2025895187
Liolaemus vallecurensis,71125.19246,5741,R06294,lizard,1,71125208197
Liolaemus variegatus,23506.89886,5742,R06295,lizard,1,23507351467
Liolaemus velosoi,679.918129,5743,R06296,lizard,1,679918163.8
Liolaemus vulcanus,1781.22088,5744,R06297,lizard,1,1781220809
Liolaemus walkeri,197878.5742,5745,R06298,lizard,1,1.9788E+11
Liolaemus wari,4975.415699,5746,R06299,lizard,1,4975415514
Liolaemus wiegmannii,1163965.034,5747,R06300,lizard,1,1.16404E+12
Liolaemus williamsi,35726.31766,5748,R06301,lizard,1,35727051411
Liolaemus xanthoviridis,13187.25246,5749,R06302,lizard,1,13187680661
Liolaemus yanalcu,3011.676726,5750,R06303,lizard,1,3011676622
Liolaemus yatel,240.929109,5751,R06304,lizard,1,240929109.4
Liolaemus zabalai,4542.972167,5752,R06305,lizard,1,4542972781
Liolaemus zapallarensis,18631.65123,5753,R06306,lizard,1,18632413268
Liolaemus zullyae,2138.539831,5754,R06307,lizard,1,2138582187
Liopholis guthega,9458.233103,5779,R07807,lizard,1,9457842785
Liopholis inornata,3174683.589,5780,R07808,lizard,1,3.17468E+12
Liopholis kintorei,1336754.061,5781,R07809,lizard,1,1.33675E+12
Liopholis margaretae,236157.4514,5782,R07810,lizard,1,2.36157E+11
Liopholis modesta,259174.9275,5783,R07811,lizard,1,2.59176E+11
Liopholis montana,37342.7104,5784,R07812,lizard,1,37343533403
Liopholis multiscutata,356646.2027,5785,R07813,lizard,1,3.56647E+11
Liopholis pulchra,54768.82344,5786,R07814,lizard,1,54767659815
Liopholis slateri,103000.3923,5787,R07815,lizard,1,1.03E+11
Liopholis striata,1791209.224,5788,R07816,lizard,1,1.79121E+12
Liopholis whitii,872179.2069,5789,R07817,lizard,1,8.72112E+11
Lioscincus greeri,67.509917,5790,R07818,lizard,1,67509453.74
Lioscincus maruia,709.180769,5791,R07819,lizard,1,709168796.1
Lioscincus nigrofasciolatum,18804.3138,5792,R07820,lizard,1,18804310306
Lioscincus novaecaledoniae,11561.36042,5793,R07821,lizard,1,11561336706
Lioscincus steindachneri,1246.66221,5794,R07822,lizard,1,1246659253
Lioscincus tillieri,3124.516635,5795,R07823,lizard,1,3124515646
Lioscincus vivae,100.796726,5796,R07824,lizard,1,100796750.2
Lipinia albodorsalis,9.996281,5807,R07825,lizard,1,9996280.673
Lipinia auriculata,40725.41677,5808,R07826,lizard,1,40725382406
Lipinia cheesmanae,48887.33642,5809,R07827,lizard,1,48888245256
Lipinia inexpectata,5715.137815,5810,R07828,lizard,1,5715137623
Lipinia infralineolata,115504.0311,5811,R07829,lizard,1,1.15504E+11
Lipinia leptosoma,648.350059,5812,R07830,lizard,1,648350068.4
Lipinia longiceps,23328.16433,5813,R07831,lizard,1,23328476180
Lipinia macrotympanum,1733.877416,5814,R07832,lizard,1,1733877606
Lipinia miangensis,16.450497,5815,R07833,lizard,1,16450496.64
Lipinia nitens,2276.973897,5816,R07834,lizard,1,2276965502
Lipinia noctua,385515.1722,5817,R07835,lizard,1,3.8552E+11
Lipinia nototaenia,59771.89381,5818,R07836,lizard,1,59790039852
Lipinia occidentalis,3222.135259,5819,R07837,lizard,1,3222138840
Lipinia pulchella,188083.0439,5820,R07838,lizard,1,1.88083E+11
Lipinia pulchra,72934.89487,5821,R07839,lizard,1,72935643606
Lipinia quadrivittata,22008.7072,5822,R07840,lizard,1,22008706012
Lipinia rabori,5467.229146,5823,R07841,lizard,1,5467229793
Lipinia relicta,35798.04277,5824,R07842,lizard,1,35786615606
Lipinia rouxi,7019.825282,5825,R07843,lizard,1,7019825443
Lipinia sekayuensis,9.996281,5826,R07844,lizard,1,9996280.673
Lipinia semperi,273.65578,5827,R07845,lizard,1,273655665.8
Lipinia septentrionalis,67872.79394,5828,R07846,lizard,1,67873192829
Lipinia subvittata,39134.44228,5829,R07847,lizard,1,39133308901
Lipinia surda,9996.627775,5830,R07848,lizard,1,9997074973
Lipinia venemai,468.652855,5831,R07849,lizard,1,468651840.4
Lipinia vittigera,843084.9449,5832,R07850,lizard,1,8.43085E+11
Lipinia vulcania,31571.60986,5833,R07851,lizard,1,31571619025
Lipinia zamboangensis,81.46429,5834,R07852,lizard,1,81464059.03
Lissolepis coventryi,162442.6897,5838,R07853,lizard,1,1.6244E+11
Lissolepis luctuosa,63409.66377,5839,R07854,lizard,1,63408846699
Lobulia alpina,443.418666,5840,R07855,lizard,1,443418732.2
Lobulia brongersmai,3296.870463,5841,R07856,lizard,1,3296875328
Lobulia elegans,92797.23181,5842,R07857,lizard,1,92798493403
Lobulia glacialis,570.437203,5843,R07858,lizard,1,570435403.8
Lobulia stellaris,228.704847,5844,R07859,lizard,1,228703678.2
Lobulia subalpina,3800.390775,5845,R07860,lizard,1,3800343373
Lophocalotes ludekingi,7360.095494,5846,R00340,lizard,1,7360095546
Lophognathus burnsi,636119.0418,5847,R00341,lizard,1,6.36121E+11
Lophognathus gilberti,3430023.831,5848,R00342,lizard,1,3.43011E+12
Lophognathus longirostris,3167645.071,5849,R00343,lizard,1,3.16765E+12
Lophognathus maculilabris,28597.58905,5850,R00344,lizard,1,28597595160
Lophognathus temporalis,448323.1489,5851,R00345,lizard,1,4.48326E+11
Lucasium alboguttatum,92131.39269,5856,R02499,lizard,1,92130979808
Lucasium bungabinna,515420.3763,5857,R02500,lizard,1,5.15406E+11
Lucasium byrnei,872237.8048,5858,R02501,lizard,1,8.72251E+11
Lucasium damaeum,1893744.612,5859,R02502,lizard,1,1.89374E+12
Lucasium immaculatum,691159.4962,5860,R02503,lizard,1,6.91165E+11
Lucasium maini,441331.021,5861,R02504,lizard,1,4.4133E+11
Lucasium occultum,9913.264549,5862,R02505,lizard,1,9913266195
Lucasium squarrosum,1066078.736,5863,R02506,lizard,1,1.06608E+12
Lucasium steindachneri,1905656.491,5864,R02507,lizard,1,1.90566E+12
Lucasium stenodactylum,4053448.723,5865,R02508,lizard,1,4.05346E+12
Lucasium wombeyi,18215.6875,5866,R02509,lizard,1,18215507448
Luperosaurus angliit,3243.384909,5867,R04506,lizard,1,3243386192
Luperosaurus brooksii,19.992561,5868,R04507,lizard,1,19992561.35
Luperosaurus browni,355730.0194,5869,R04508,lizard,1,3.55733E+11
Luperosaurus corfieldi,144.190945,5870,R04509,lizard,1,144190944.4
Luperosaurus cumingii,107338.8831,5871,R04510,lizard,1,1.07339E+11
Luperosaurus gulat,11702.52257,5872,R04511,lizard,1,11702522097
Luperosaurus iskandari,2099.613837,5873,R04512,lizard,1,2099614062
Luperosaurus joloensis,949.499817,5874,R04513,lizard,1,949499920.5
Luperosaurus kubli,1646.38883,5875,R04514,lizard,1,1645828275
Luperosaurus macgregori,274.916133,5876,R04515,lizard,1,274915722.3
Luperosaurus palawanensis,1652.822438,5877,R04516,lizard,1,1652822456
Luperosaurus sorok,19.992561,5878,R04517,lizard,1,19992561.35
