Binomial,Area,FID_2,TID,Group,Value,area
Kanakysaurus viviparus,741.211109,4991,R07640,lizard,1,741206199.6
Kanakysaurus zebratus,1574.498896,4992,R07641,lizard,1,1574498735
Karusasaurus jordani,179288.58,4994,R01944,lizard,1,1.79226E+11
Karusasaurus polyzonus,728229.2322,4995,R01945,lizard,1,7.28227E+11
Kentropyx altamazonica,3381017.915,4996,R08935,lizard,1,3.38102E+12
Kentropyx borckiana,211725.2648,4997,R08936,lizard,1,2.11721E+11
Kentropyx calcarata,7229319.874,4998,R08937,lizard,1,7.22936E+12
Kentropyx lagartija,12253.01999,4999,R08938,lizard,1,12133265543
Kentropyx paulensis,1187200.417,5000,R08939,lizard,1,1.1872E+12
Kentropyx pelviceps,2804494.831,5001,R08940,lizard,1,2.80454E+12
Kentropyx striata,1958269.032,5002,R08941,lizard,1,1.95827E+12
Kentropyx vanzoi,1399732.37,5003,R08942,lizard,1,1.39974E+12
Kentropyx viridistriga,1662267.225,5004,R08943,lizard,1,1.66229E+12
Kinyongia adolfifriderici,124758.4172,5032,R00986,lizard,1,1.2476E+11
Kinyongia asheorum,44.567951,5033,R00987,lizard,1,44567956.07
Kinyongia boehmei,454.712973,5034,R00988,lizard,1,454713222.5
Kinyongia carpenteri,7981.709434,5035,R00989,lizard,1,7981785108
Kinyongia excubitor,4630.365317,5036,R00990,lizard,1,4630367766
Kinyongia fischeri,9961.878113,5037,R00991,lizard,1,9961871659
Kinyongia gyrolepis,1450.981889,5038,R00992,lizard,1,1450979633
Kinyongia magomberae,12375.11587,5039,R00993,lizard,1,12374456803
Kinyongia matschiei,515.196107,5040,R00994,lizard,1,515196158.3
Kinyongia multituberculata,2099.502598,5041,R00995,lizard,1,2099503598
Kinyongia mulyai,9.996281,5042,R00996,lizard,1,9996280.673
Kinyongia oxyrhina,16874.55894,5043,R00997,lizard,1,16874558450
Kinyongia tavetana,20653.53638,5044,R00998,lizard,1,20653571971
Kinyongia tenuis,12893.25712,5045,R00999,lizard,1,12893248658
Kinyongia uluguruensis,868.752492,5046,R01000,lizard,1,868752740.8
Kinyongia uthmoelleri,31148.70925,5047,R01001,lizard,1,31150387041
Kinyongia vanheygeni,838.897212,5048,R01002,lizard,1,838897802.3
Kinyongia vosseleri,507.251096,5049,R01003,lizard,1,507251144
Kinyongia xenorhina,8082.133041,5050,R01004,lizard,1,8082136372
Kolekanos plumicaudus,8790.906978,5051,R04472,lizard,1,8790842554
Lacerta bilineata,815414.9465,5054,R05411,lizard,1,8.15489E+11
Lacerta mostoufii,4324.962984,5056,R05413,lizard,1,4324889423
Lacerta pamphylica,16077.50277,5057,R05414,lizard,1,16081728111
Lacerta schreiberi,211097.6104,5058,R05415,lizard,1,2.11084E+11
Lacerta trilineata,594928.4104,5060,R05417,lizard,1,5.94938E+11
Lacerta viridis,1371039.906,5061,R05418,lizard,1,1.37105E+12
Lacertaspis chriswildi,36533.80987,5062,R07642,lizard,1,36535574180
Lacertaspis gemmiventris,24348.21829,5063,R07643,lizard,1,24349680366
Lacertaspis lepesmei,12229.26419,5064,R07644,lizard,1,12228171051
Lacertaspis reichenowi,250844.0325,5065,R07645,lizard,1,2.50847E+11
Lacertaspis rohdei,219000.3933,5066,R07646,lizard,1,2.19004E+11
Lacertoides pardalis,24.874692,5067,R07647,lizard,1,24874619.63
Laemanctus longipes,177543.0856,5072,R01991,lizard,1,1.77543E+11
Laemanctus serratus,181075.7562,5073,R01992,lizard,1,1.81073E+11
Lamprolepis leucosticta,9.996281,5074,R07648,lizard,1,9996280.674
Lamprolepis nieuwenhuisii,147837.7487,5075,R07649,lizard,1,1.47836E+11
Lamprolepis smaragdina,892893.4132,5076,R07650,lizard,1,8.92895E+11
Lamprolepis vyneri,89813.95174,5077,R07651,lizard,1,89791994985
Lampropholis adonis,69071.45997,5105,R07652,lizard,1,69073171007
Lampropholis amicula,42147.22924,5106,R07653,lizard,1,42147264194
Lampropholis caligula,12555.78128,5107,R07654,lizard,1,12555913352
Lampropholis coggeri,40142.38626,5108,R07655,lizard,1,40142442762
Lampropholis colossus,3844.305273,5109,R07656,lizard,1,3844305985
Lampropholis couperi,30046.1482,5110,R07657,lizard,1,30046470486
Lampropholis delicata,636430.4061,5111,R07658,lizard,1,6.36434E+11
Lampropholis elongata,3020.799956,5112,R07659,lizard,1,3020763137
Lampropholis guichenoti,546892.2181,5113,R07660,lizard,1,5.46884E+11
Lampropholis mirabilis,17806.71324,5114,R07661,lizard,1,17807231574
Lampropholis robertsi,11609.49986,5115,R07662,lizard,1,11609553667
Lankascincus deignani,14155.45249,5119,R07663,lizard,1,14155425996
Lankascincus deraniyagalae,2199.981523,5120,R07664,lizard,1,2199983702
Lankascincus dorsicatenatus,11936.14027,5121,R07665,lizard,1,11936116576
Lankascincus fallax,63189.65084,5122,R07666,lizard,1,63189671215
Lankascincus gansi,20573.06211,5123,R07667,lizard,1,20573043912
Lankascincus greeri,2622.615823,5124,R07668,lizard,1,2622348870
Lankascincus munindradasai,9.996281,5125,R07669,lizard,1,9996280.673
Lankascincus sripadensis,9.996281,5126,R07670,lizard,1,9996280.674
Lankascincus taprobanensis,13067.52152,5127,R07671,lizard,1,13067497170
Lankascincus taylori,19983.90186,5128,R07672,lizard,1,19983825984
Lanthanotus borneensis,44587.86983,5129,R05875,lizard,1,44587697841
Larutia larutensis,19.992561,5130,R07673,lizard,1,19992561.34
Larutia miodactyla,6792.999585,5131,R07674,lizard,1,6792999577
Larutia nubisilvicola,9.996281,5132,R07675,lizard,1,9996280.673
Larutia penangensis,9.996281,5133,R07676,lizard,1,9996280.674
Larutia puehensis,9.996281,5134,R07677,lizard,1,9996280.673
Larutia seribuatensis,19.992561,5135,R07678,lizard,1,19992561.35
Larutia sumatrensis,971.638055,5136,R07679,lizard,1,971638109.9
Larutia trifasciata,5577.715019,5137,R07680,lizard,1,5577598243
Latastia boscai,515671.6308,5138,R05419,lizard,1,5.15672E+11
Latastia caeruleopunctata,223062.8378,5139,R05420,lizard,1,2.23073E+11
Latastia cherchii,164671.361,5140,R05421,lizard,1,1.64668E+11
Latastia doriai,154486.782,5141,R05422,lizard,1,1.54483E+11
Latastia johnstonii,438387.3832,5142,R05423,lizard,1,4.384E+11
Latastia longicaudata,7042621.985,5143,R05424,lizard,1,7.04263E+12
Latastia ornata,12400.30184,5144,R05425,lizard,1,12400564986
Latastia petersiana,92416.38581,5145,R05426,lizard,1,92418308424
Latastia siebenrocki,8025.526364,5146,R05427,lizard,1,8026385038
Latastia taylori,178099.3413,5147,R05428,lizard,1,1.78091E+11
Laudakia agrorensis,363199.0671,5148,R00321,lizard,1,3.63207E+11
Laudakia dayana,2669.790318,5149,R00322,lizard,1,2669794792
Laudakia melanura,867706.6821,5150,R00323,lizard,1,8.6771E+11
Laudakia nuristanica,10107.11698,5152,R00325,lizard,1,10107357558
Laudakia pakistanica,39835.17381,5153,R00326,lizard,1,39838024953
Laudakia papenfussi,9.996281,5154,R00327,lizard,1,9996280.673
Laudakia sacra,7944.535015,5155,R00328,lizard,1,7945170869
Laudakia tuberculata,473094.3468,5156,R00329,lizard,1,4.73092E+11
Laudakia wui,2669.790318,5157,R00330,lizard,1,2669794792
Leiocephalus anonymous,9.996281,5158,R05876,lizard,1,9996280.676
Leiocephalus apertosulcus,9.996281,5159,R05877,lizard,1,9996280.675
Leiocephalus barahonensis,5917.196578,5160,R05878,lizard,1,5917194611
Leiocephalus carinatus,124388.4839,5161,R05879,lizard,1,1.24388E+11
Leiocephalus cubensis,65387.90119,5162,R05880,lizard,1,65387898983
Leiocephalus cuneus,1794.258516,5163,R05881,lizard,1,1794258643
Leiocephalus endomychus,19.992561,5164,R05882,lizard,1,19992561.35
Leiocephalus etheridgei,9.996281,5166,R05884,lizard,1,9996280.675
Leiocephalus greenwayi,15.437934,5167,R05885,lizard,1,15437052.66
Leiocephalus inaguae,1308.71609,5169,R05887,lizard,1,1308715984
Leiocephalus jamaicensis,3656.764476,5170,R05888,lizard,1,3656433630
Leiocephalus loxogrammus,254.902429,5171,R05889,lizard,1,254902101
Leiocephalus lunatus,2558.223209,5172,R05890,lizard,1,2558219999
Leiocephalus macropus,81378.64875,5173,R05891,lizard,1,81378645771
Leiocephalus melanochlorus,7547.781067,5174,R05892,lizard,1,7547782752
Leiocephalus onaneyi,9.996281,5175,R05893,lizard,1,9996280.673
Leiocephalus partidus,7.785496,5176,R05894,lizard,1,7785494.271
Leiocephalus personatus,56774.02879,5177,R05895,lizard,1,56774029920
Leiocephalus pratensis,4507.00296,5178,R05896,lizard,1,4506004001
Leiocephalus psammodromus,501.627283,5179,R05897,lizard,1,501627561.1
Leiocephalus punctatus,859.591556,5180,R05898,lizard,1,859591767.5
Leiocephalus raviceps,15883.55192,5181,R05899,lizard,1,15883552077
Leiocephalus rhutidira,9.996281,5182,R05900,lizard,1,9996280.684
Leiocephalus schreibersii,32225.53938,5183,R05901,lizard,1,32225539668
Leiocephalus semilineatus,9378.675974,5184,R05902,lizard,1,9378675315
Leiocephalus stictigaster,54984.98525,5185,R05903,lizard,1,54984983075
Leiocephalus vinculum,671.035262,5186,R05904,lizard,1,671035025
Leiolepis belliana,1085958.149,5190,R00331,lizard,1,1.08599E+12
Leiolepis boehmei,8940.703453,5191,R00332,lizard,1,8940631752
Leiolepis guentherpetersi,4020.698887,5192,R00333,lizard,1,4020663062
Leiolepis guttata,25013.22665,5193,R00334,lizard,1,25013340295
Leiolepis ngovantrii,4571.036107,5194,R00335,lizard,1,4571086712
Leiolepis peguensis,142781.7337,5195,R00336,lizard,1,1.42787E+11
Leiolepis reevesii,790105.6924,5196,R00337,lizard,1,7.9013E+11
Leiolepis rubritaeniata,627417.5667,5197,R00338,lizard,1,6.27646E+11
Leiolepis triploida,10508.16425,5198,R00339,lizard,1,10508152622
Leiolopisma alazon,12.648146,5199,R07681,lizard,1,12648136.65
Leiolopisma ceciliae,2541.059556,5200,R07682,lizard,1,2541058987
Leiolopisma telfairii,1872.582247,5202,R07685,lizard,1,1872582700
Leiosaurus bellii,464691.0408,5203,R05922,lizard,1,4.64687E+11
Leiosaurus catamarcensis,186092.3306,5204,R05923,lizard,1,1.86092E+11
Leiosaurus jaguaris,7274.576486,5205,R05924,lizard,1,7274577135
Leiosaurus paronae,176655.5629,5206,R05925,lizard,1,1.76656E+11
Lepidoblepharis buchwaldi,71619.29129,5210,R08635,lizard,1,71620289615
Lepidoblepharis colombianus,33061.54284,5211,R08636,lizard,1,33061597749
Lepidoblepharis conolepis,12283.85958,5212,R08637,lizard,1,12284172790
Lepidoblepharis duolepis,13966.46147,5213,R08638,lizard,1,13966462122
Lepidoblepharis emberawoundule,14315.60685,5214,R08639,lizard,1,14315606299
Lepidoblepharis festae,2652903.688,5215,R08640,lizard,1,2.65296E+12
Lepidoblepharis grandis,36876.17233,5216,R08641,lizard,1,36876957214
Lepidoblepharis heyerorum,2491556.236,5217,R08642,lizard,1,2.49158E+12
Lepidoblepharis hoogmoedi,235712.4806,5218,R08643,lizard,1,2.35713E+11
Lepidoblepharis intermedius,50363.47132,5219,R08644,lizard,1,50364146804
Lepidoblepharis microlepis,10053.14453,5220,R08645,lizard,1,10053145570
Lepidoblepharis miyatai,1673.602985,5221,R08646,lizard,1,1673556541
Lepidoblepharis montecanoensis,2499.608942,5222,R08647,lizard,1,2499609009
Lepidoblepharis peraccae,40584.86091,5223,R08649,lizard,1,40584932321
Lepidoblepharis rufigularis,9.996281,5224,R08650,lizard,1,9996280.673
Lepidoblepharis ruthveni,48744.0052,5225,R08651,lizard,1,48744680264
Lepidoblepharis sanctaemartae,604206.9059,5226,R08652,lizard,1,6.0421E+11
Lepidoblepharis victormartinezi,1504.346503,5227,R08653,lizard,1,1504404393
Lepidoblepharis williamsi,4543.530022,5228,R08654,lizard,1,4543530820
Lepidoblepharis xanthostigma,321656.8397,5229,R08655,lizard,1,3.21657E+11
Lepidodactylus aureolineatus,115205.5579,5230,R04473,lizard,1,1.15206E+11
Lepidodactylus balioburius,159.197923,5231,R04474,lizard,1,159198610.5
Lepidodactylus browni,263.7603,5232,R04475,lizard,1,263688654.3
Lepidodactylus buleli,3918.041481,5233,R04476,lizard,1,3918044184
Lepidodactylus christiani,13309.42748,5234,R04477,lizard,1,13309435915
Lepidodactylus euaensis,4003.408943,5235,R04478,lizard,1,4003411681
Lepidodactylus flaviocularis,5374.120213,5236,R04479,lizard,1,5374120064
Lepidodactylus gardineri,36.729861,5237,R04480,lizard,1,36729816.7
Lepidodactylus guppyi,36047.5666,5238,R04481,lizard,1,36047368853
Lepidodactylus herrei,41105.85072,5239,R04482,lizard,1,41105851944
Lepidodactylus intermedius,18.766272,5240,R04483,lizard,1,18766272.2
Lepidodactylus labialis,94135.23487,5241,R04484,lizard,1,94135231860
Lepidodactylus listeri,137.177118,5242,R04485,lizard,1,137177058.9
Lepidodactylus lombocensis,4621.156554,5243,R04486,lizard,1,4621157185
Lepidodactylus lugubris,7535982.648,5244,R04487,lizard,1,7.53863E+12
Lepidodactylus magnus,23336.21479,5245,R04488,lizard,1,23336818802
Lepidodactylus manni,16620.07035,5246,R04489,lizard,1,16620078849
Lepidodactylus moestus,798.27989,5247,R04490,lizard,1,798279983.6
Lepidodactylus mutahi,8673.976249,5248,R04491,lizard,1,8673976800
Lepidodactylus novaeguineae,34775.19636,5249,R04492,lizard,1,34775440829
Lepidodactylus oligoporus,10.047489,5250,R04493,lizard,1,10047489.41
Lepidodactylus oortii,4629.719745,5251,R04494,lizard,1,4629719501
Lepidodactylus orientalis,5394.485342,5252,R04495,lizard,1,5394370371
Lepidodactylus paurolepis,1.393027,5253,R04496,lizard,1,1393026.521
Lepidodactylus planicaudus,47095.47268,5254,R04497,lizard,1,47095474413
Lepidodactylus pulcher,7503.707556,5255,R04498,lizard,1,7503707485
Lepidodactylus pumilus,18954.10845,5256,R04499,lizard,1,18952706467
Lepidodactylus ranauensis,19.992561,5257,R04500,lizard,1,19992561.35
Lepidodactylus shebae,5374.120213,5258,R04501,lizard,1,5374120064
Lepidodactylus tepukapili,0.669914,5259,R04502,lizard,1,669910.09
Lepidodactylus vanuatuensis,4765.000865,5260,R04503,lizard,1,4764999329
Lepidodactylus woodfordi,280.373759,5261,R04504,lizard,1,280373803.5
Lepidodactylus yami,59.716143,5262,R04505,lizard,1,59716101.66
Lepidophyma chicoasensis,185.69908,5263,R09846,lizard,1,185699079.9
Lepidophyma cuicateca,19.992561,5264,R09847,lizard,1,19992561.35
Lepidophyma dontomasi,273.539565,5265,R09848,lizard,1,273539564.6
Lepidophyma flavimaculatum,263412.0039,5266,R09849,lizard,1,2.63408E+11
Lepidophyma gaigeae,6201.207427,5267,R09850,lizard,1,6201237511
Lepidophyma lineri,812.570912,5268,R09851,lizard,1,812566005.5
Lepidophyma lipetzi,276.583732,5269,R09852,lizard,1,276584199.8
Lepidophyma lowei,108.813008,5270,R09853,lizard,1,108812849.7
Lepidophyma mayae,20608.89911,5271,R09854,lizard,1,20613843877
Lepidophyma micropholis,3911.979362,5272,R09855,lizard,1,3911959995
Lepidophyma occulor,7143.367842,5273,R09856,lizard,1,7143375946
Lepidophyma pajapanensis,2377.60505,5274,R09857,lizard,1,2377594190
Lepidophyma radula,333.701187,5275,R09858,lizard,1,333701187.5
Lepidophyma reticulatum,17552.10692,5276,R09859,lizard,1,17552312280
Lepidophyma smithii,48371.55176,5277,R09860,lizard,1,48372485552
Lepidophyma sylvaticum,57996.91752,5278,R09861,lizard,1,58020620597
Lepidophyma tarascae,101.150702,5279,R09862,lizard,1,101150777.8
Lepidophyma tuxtlae,30463.67059,5280,R09863,lizard,1,30496096931
Lepidophyma zongolica,19.992561,5281,R09864,lizard,1,19992561.35
Lepidothyris fernandi,1188288.385,5282,R07686,lizard,1,1.18834E+12
Lepidothyris hinkeli,825558.2279,5283,R07687,lizard,1,8.25561E+11
Lepidothyris striatus,174476.5633,5284,R07688,lizard,1,1.74477E+11
Leposoma annectans,82581.11011,5285,R05003,lizard,1,82581090871
Leposoma baturitensis,87102.65912,5286,R05004,lizard,1,87102650465
Leposoma caparensis,9.996281,5287,R05005,lizard,1,9996280.673
Leposoma ferreirai,9.996281,5288,R05006,lizard,1,9996280.673
Leposoma guianense,1941188.325,5289,R05007,lizard,1,1.94119E+12
Leposoma hexalepis,43423.1533,5290,R05008,lizard,1,43423347903
Leposoma ioanna,19.992561,5291,R05009,lizard,1,19992561.35
Leposoma nanodactylus,85799.70484,5292,R05010,lizard,1,85799706791
Leposoma osvaldoi,516533.1007,5293,R05011,lizard,1,5.16533E+11
Leposoma parietale,1036224.104,5294,R05012,lizard,1,1.03624E+12
Leposoma percarinatum,4833344.798,5295,R05013,lizard,1,4.83338E+12
Leposoma puk,85799.33845,5296,R05014,lizard,1,85799340305
Leposoma rugiceps,260461.6901,5297,R05015,lizard,1,2.60462E+11
Leposoma scincoides,106435.4674,5298,R05016,lizard,1,1.06435E+11
Leposoma sinepollex,330.791444,5299,R05017,lizard,1,330791441.5
Leposoma snethlageae,134597.25,5300,R05018,lizard,1,1.34597E+11
Leposoma southi,153297.1842,5301,R05019,lizard,1,1.53297E+11
Leptoseps osellai,6201.651699,5324,R07689,lizard,1,6201723698
Leptoseps poilani,3341.880179,5325,R07690,lizard,1,3340908440
Leptosiaphos aloysiisabaudiae,1970083.267,5326,R07691,lizard,1,1.97018E+12
Leptosiaphos amieti,48884.52032,5327,R07692,lizard,1,48887043100
Leptosiaphos blochmanni,15502.14255,5328,R07693,lizard,1,15502147403
Leptosiaphos dewittei,51562.95602,5329,R07694,lizard,1,51562295784
Leptosiaphos dungeri,28440.60644,5330,R07695,lizard,1,28437379333
Leptosiaphos fuhni,12262.01387,5331,R07696,lizard,1,12263026668
Leptosiaphos graueri,77813.74385,5332,R07697,lizard,1,77813766919
Leptosiaphos hackarsi,6629.993216,5333,R07698,lizard,1,6629997661
Leptosiaphos hylophilus,2460.975263,5334,R07699,lizard,1,2460976402
Leptosiaphos ianthinoxantha,37170.72434,5335,R07700,lizard,1,37170851190
Leptosiaphos kilimensis,181961.1605,5336,R07701,lizard,1,1.81962E+11
Leptosiaphos koutoui,12207.44366,5337,R07702,lizard,1,12209108542
Leptosiaphos luberoensis,1373.993513,5338,R07703,lizard,1,1373993316
Leptosiaphos meleagris,15298.219,5339,R07704,lizard,1,15298224223
Leptosiaphos pauliani,24792.79094,5340,R07705,lizard,1,24793156018
Leptosiaphos rhodurus,171729.736,5341,R07706,lizard,1,1.71731E+11
Leptosiaphos rhomboidalis,9.996281,5342,R07707,lizard,1,9996280.673
Leptosiaphos vigintiserierum,61081.41032,5343,R07708,lizard,1,61082201711
Lerista aericeps,560644.9121,5368,R07709,lizard,1,5.60644E+11
Lerista allanae,209393.4475,5369,R07710,lizard,1,2.09393E+11
Lerista allochira,4709.456299,5370,R07711,lizard,1,4709510763
Lerista ameles,15016.07919,5371,R07712,lizard,1,15016196899
Lerista amicorum,63326.40974,5372,R07713,lizard,1,63326186668
Lerista apoda,18535.34388,5373,R07714,lizard,1,18535599905
Lerista arenicola,48890.25561,5374,R07715,lizard,1,48882610027
Lerista axillaris,4294.584494,5375,R07716,lizard,1,4294571096
Lerista baynesi,29089.1607,5376,R07717,lizard,1,29081800774
Lerista bipes,2764864.387,5377,R07718,lizard,1,2.76487E+12
Lerista borealis,120346.4394,5378,R07719,lizard,1,1.20347E+11
Lerista bougainvillii,427811.5589,5379,R07720,lizard,1,4.27808E+11
Lerista bunglebungle,4581.570343,5380,R07721,lizard,1,4581588881
Lerista carpentariae,2352.947014,5381,R07722,lizard,1,2352959494
Lerista chalybura,57423.23159,5382,R07723,lizard,1,57424363474
Lerista chordae,25286.75217,5383,R07724,lizard,1,25286450195
Lerista christinae,19747.54463,5384,R07725,lizard,1,19747561122
Lerista cinerea,27042.37572,5385,R07726,lizard,1,27042636502
Lerista clara,173852.7266,5386,R07727,lizard,1,1.73859E+11
Lerista colliveri,100452.1593,5387,R07728,lizard,1,1.00455E+11
Lerista connivens,81992.90617,5388,R07729,lizard,1,81992510324
Lerista desertorum,1254619.033,5389,R07730,lizard,1,1.25462E+12
Lerista distinguenda,238446.1887,5390,R07731,lizard,1,2.38443E+11
Lerista dorsalis,481890.6101,5391,R07732,lizard,1,4.81885E+11
Lerista edwardsae,187910.6974,5392,R07733,lizard,1,1.87909E+11
Lerista elegans,93170.99172,5393,R07734,lizard,1,93170486326
Lerista elongata,581720.5431,5394,R07735,lizard,1,5.8172E+11
Lerista emmotti,308335.9928,5395,R07736,lizard,1,3.08337E+11
Lerista eupoda,148429.5929,5396,R07737,lizard,1,1.4843E+11
Lerista flammicauda,77338.68833,5397,R07738,lizard,1,77338540294
Lerista fragilis,356695.1582,5398,R07739,lizard,1,3.56697E+11
Lerista frosti,162329.5071,5399,R07740,lizard,1,1.62328E+11
Lerista gascoynensis,19356.87422,5400,R07741,lizard,1,19356806975
Lerista gerrardii,298793.7502,5401,R07742,lizard,1,2.98794E+11
Lerista greeri,225546.6671,5402,R07743,lizard,1,2.25549E+11
Lerista griffini,37834.07704,5403,R07744,lizard,1,37834719654
Lerista haroldi,7710.202859,5404,R07745,lizard,1,7710118235
Lerista humphriesi,21425.31429,5405,R07746,lizard,1,21425519226
Lerista ingrami,4652.920412,5406,R07747,lizard,1,4652931113
Lerista ips,349844.6908,5407,R07748,lizard,1,3.49843E+11
Lerista jacksoni,110150.5033,5408,R07749,lizard,1,1.1015E+11
Lerista kalumburu,5644.240054,5409,R07750,lizard,1,5644323291
Lerista karlschmidti,313049.4535,5410,R07751,lizard,1,3.13052E+11
Lerista kendricki,9351.93534,5411,R07752,lizard,1,9351979025
Lerista kennedyensis,14200.35866,5412,R07753,lizard,1,14200456303
Lerista kingi,867271.7224,5413,R07754,lizard,1,8.67244E+11
Lerista labialis,1830499.609,5414,R07755,lizard,1,1.8305E+12
Lerista lineata,12026.45252,5415,R07756,lizard,1,12026509652
Lerista lineopunctulata,103613.2889,5416,R07757,lizard,1,1.03613E+11
Lerista macropisthopus,578057.7966,5417,R07758,lizard,1,5.78058E+11
Lerista maculosa,2219.203978,5418,R07759,lizard,1,2219175574
Lerista micra,70262.2774,5419,R07760,lizard,1,70261444244
Lerista microtis,97088.78513,5420,R07761,lizard,1,97086031041
Lerista muelleri,4251147.592,5421,R07762,lizard,1,4.25115E+12
Lerista neander,7333.979436,5422,R07763,lizard,1,7334022429
Lerista nevinae,7021.032553,5423,R07764,lizard,1,7021921712
Lerista nichollsi,80366.95412,5424,R07765,lizard,1,80365058689
Lerista occulta,16403.25272,5425,R07766,lizard,1,16442686874
Lerista onsloviana,24926.26516,5426,R07767,lizard,1,24926302162
Lerista orientalis,442718.4105,5427,R07768,lizard,1,4.42724E+11
Lerista petersoni,52068.32427,5428,R07769,lizard,1,52068084722
Lerista picturata,239831.6661,5429,R07770,lizard,1,2.39831E+11
Lerista planiventralis,67289.01308,5430,R07771,lizard,1,67288167577
Lerista praefrontalis,5012.947383,5431,R07772,lizard,1,5012967607
Lerista praepedita,56637.14106,5432,R07773,lizard,1,56636696965
Lerista punctatovittata,1180272.899,5433,R07774,lizard,1,1.18028E+12
Lerista puncticauda,8123.971645,5434,R07775,lizard,1,8123962245
Lerista quadrivincula,5860.908308,5435,R07776,lizard,1,5860831288
Lerista rhodonoides,804470.6514,5436,R07777,lizard,1,8.04471E+11
Lerista robusta,4073.444387,5437,R07778,lizard,1,4073433850
Lerista rochfordensis,7381.53401,5438,R07779,lizard,1,7381647432
Lerista rolfei,125008.5047,5439,R07780,lizard,1,1.25007E+11
Lerista separanda,14032.4513,5440,R07781,lizard,1,14033401820
Lerista simillima,21046.20665,5441,R07782,lizard,1,21046207500
Lerista speciosa,6429.831652,5442,R07783,lizard,1,6429743322
Lerista stictopleura,27608.16393,5443,R07784,lizard,1,27608390383
Lerista storri,16807.8511,5444,R07785,lizard,1,16807851541
Lerista stylis,151457.9033,5445,R07786,lizard,1,1.51461E+11
Lerista taeniata,828145.5793,5446,R07787,lizard,1,8.28145E+11
Lerista talpina,6939.781383,5447,R07788,lizard,1,6939734630
Lerista terdigitata,693728.8521,5448,R07789,lizard,1,6.93718E+11
Lerista tridactyla,20852.63962,5449,R07790,lizard,1,20852854116
Lerista uniduo,85430.1329,5450,R07791,lizard,1,85430139496
Lerista varia,42886.87954,5451,R07792,lizard,1,42886725151
Lerista verhmens,79078.77727,5452,R07793,lizard,1,79079031382
Lerista vermicularis,151895.0319,5453,R07794,lizard,1,1.51898E+11
Lerista viduata,7397.037495,5454,R07795,lizard,1,7397245409
Lerista vittata,8293.600755,5455,R07796,lizard,1,8293658562
Lerista walkeri,99674.21239,5456,R07797,lizard,1,99674520308
Lerista wilkinsi,84306.66492,5457,R07798,lizard,1,84307820279
Lerista xanthura,1027082.377,5458,R07799,lizard,1,1.02707E+12
Lerista yuna,5893.209305,5459,R07800,lizard,1,5893160589
Lerista zietzi,33098.25209,5460,R07801,lizard,1,33097920604
Lerista zonulata,72423.62439,5461,R07802,lizard,1,72423960811
Lialis burtonis,7667699.953,5491,R06941,lizard,1,7.6677E+12
Lialis jicari,186474.4649,5492,R06942,lizard,1,1.86471E+11
Liburnascincus artemis,1345.880657,5496,R07803,lizard,1,1345780578
Liburnascincus coensis,13078.99198,5497,R07804,lizard,1,13079010490
Liburnascincus mundivensis,207406.2804,5498,R07805,lizard,1,2.0741E+11
Liburnascincus scirtetis,6531.711978,5499,R07806,lizard,1,6531709427
Liolaemus abaucan,2754.830786,5507,R06059,lizard,1,2754831003
Liolaemus abdalai,1172.099303,5508,R06060,lizard,1,1171971158
Liolaemus acostai,3587.73155,5509,R06061,lizard,1,3587730895
Liolaemus albiceps,2366.647079,5510,R06062,lizard,1,2366647151
Liolaemus alticolor,549674.5345,5511,R06063,lizard,1,5.49672E+11
Liolaemus andinus,72413.9122,5512,R06064,lizard,1,72414005273
Liolaemus annectens,19.992561,5513,R06065,lizard,1,19992561.35
Liolaemus anomalus,54713.1302,5514,R06066,lizard,1,54713171004
Liolaemus antumalguen,19.992561,5515,R06067,lizard,1,19992561.35
Liolaemus aparicioi,2125.380735,5516,R06068,lizard,1,2125299279
Liolaemus arambarensis,65038.14166,5517,R06069,lizard,1,65036105336
Liolaemus araucaniensis,30468.54127,5518,R06070,lizard,1,30467355657
Liolaemus archeforus,22765.99928,5519,R06071,lizard,1,22766147322
Liolaemus atacamensis,119761.8911,5520,R06072,lizard,1,1.19764E+11
Liolaemus audituvelatus,4894.368275,5521,R06073,lizard,1,4894675811
Liolaemus austromendocinus,119220.9292,5522,R06074,lizard,1,1.19221E+11
Liolaemus avilai,19.992561,5523,R06075,lizard,1,19992561.36
Liolaemus azarai,7676.32346,5524,R06076,lizard,1,7676309926
Liolaemus baguali,4243.196567,5525,R06077,lizard,1,4243168204
Liolaemus bellii,9988.998536,5526,R06078,lizard,1,9988880967
Liolaemus bibronii,738889.013,5527,R06079,lizard,1,7.38893E+11
Liolaemus bitaeniatus,47384.09808,5528,R06080,lizard,1,47384097733
Liolaemus boulengeri,564218.3341,5529,R06081,lizard,1,5.64236E+11
Liolaemus buergeri,108975.579,5530,R06082,lizard,1,1.08977E+11
Liolaemus burmeisteri,9.996281,5531,R06083,lizard,1,9996280.673
Liolaemus calchaqui,4167.835232,5532,R06084,lizard,1,4167608739
Liolaemus camarones,796.146267,5533,R06085,lizard,1,796147873.2
Liolaemus canqueli,31764.13865,5534,R06086,lizard,1,31766699820
Liolaemus caparensis,9.996281,5535,R06087,lizard,1,9996280.674
Liolaemus capillitas,17269.69873,5536,R06088,lizard,1,17269696346
Liolaemus carlosgarini,19.992561,5537,R06089,lizard,1,19992561.34
Liolaemus casamiquelai,7907.801493,5538,R06090,lizard,1,7907799584
